occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no
1093935,occ,,,127666,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Cenomanian,Turonian,100.5,89.8,42289
1096941,occ,,,13333,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Barremian,Early Aptian,129.4,122.46,44370
1096942,occ,,,13333,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Barremian,Early Aptian,129.4,122.46,44370
1096943,occ,,,92233,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Early Albian,,112.03,109,44370
1096944,occ,,,92233,Rebbachisauridae indet.,family,57365,,Rebbachisauridae,family,57365,Early Albian,,112.03,109,44370
1097576,occ,28421,,10755,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Late Tithonian,Valanginian,150.8,132.9,46153
1097932,occ,,IF,53834,Megaloolithus aff. aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Maastrichtian,,72.1,66,14215
1097936,occ,,IF,70285,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,44399
1097937,occ,,IF,68875,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,44399
1097938,occ,,IF,138645,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Late Campanian,Early Maastrichtian,83.5,66,44399
1097939,occ,,F,65382,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Late Maastrichtian,,70.6,66,44399
1097940,occ,,F,35933,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Late Maastrichtian,,70.6,66,44399
1097941,occ,,F,138646,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Early Maastrichtian,,70.6,66,44399
1097942,occ,,F,113832,Megaloolithus petralta,species,67204,,Megaloolithus petralta,species,67204,Coniacian,,89.8,86.3,44399
1097943,occ,,IF,138412,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,44399
1098123,occ,29955,,91397,n. gen. Zby n. sp. atlanticus,species,294728,,Zby atlanticus,species,294728,Late Kimmeridgian,,155.7,150.8,51084
1098142,occ,,,58514,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,44416
1098145,occ,,,58514,Brachiosaurus ? sp.,genus,38677,,Brachiosaurus,genus,38677,Kimmeridgian,Tithonian,157.3,145,44416
1098146,occ,,,58514,Barosaurus ? sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,Tithonian,157.3,145,44416
1098147,occ,,,58514,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,44416
1098286,occ,,,91781,Ampelosaurus sp.,genus,65139,,Ampelosaurus,genus,65139,Late Campanian,Early Maastrichtian,83.5,66,44421
1098990,occ,,F,138826,Megaloolithidae indet.,unranked clade,119241,,Megaloolithidae,unranked clade,65555,Late Maastrichtian,,70.6,66,44509
1104580,occ,,,139574,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Middle Campanian,Early Maastrichtian,83.5,66,44865
1104585,occ,,,139575,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Valanginian,Barremian,139.8,125,44866
1106461,occ,28255,,139921,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Cenomanian,,99.6,93.5,45554
1106463,occ,34541,,139923,Macrurosaurus semnus,species,63717,nomen dubium,Titanosauriformes,unranked clade,57468,Albian,,113,100.5,13022
1107999,occ,,,140200,n. gen. Klamelisaurus n. sp. gobiensis,species,66627,,Klamelisaurus gobiensis,species,66627,Callovian,,166.1,163.5,13896
1108351,occ,,,140254,n. gen. Sanpasaurus n. sp. yaoi,species,65644,,Sanpasaurus yaoi,species,65644,Toarcian,,182.7,174.1,45328
1108354,occ,,,140255,Sanpasaurus yaoi,species,65644,,Sanpasaurus yaoi,species,65644,Toarcian,,182.7,174.1,45328
1108355,occ,,,140256,Sanpasaurus yaoi,species,65644,,Sanpasaurus yaoi,species,65644,Toarcian,,182.7,174.1,45328
1108919,occ,32790,,140362,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Toarcian,Aalenian,182.7,170.3,60646
1108920,occ,32791,,140363,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Toarcian,Aalenian,182.7,170.3,60646
1110940,occ,29209,,140711,Normanniasaurus genceyi,species,280185,,Normanniasaurus genceyi,species,280185,Late Albian,,105.3,99.6,48471
1112286,occ,28270,,140926,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Maastrichtian,,72.1,66,13022
1112999,occ,,,141184,Titanosaurus cf. indicus,species,54171,,Titanosaurus indicus,species,54171,Late Campanian,Early Maastrichtian,83.5,66,45823
1113001,occ,,,141185,Titanosaurus cf. indicus,species,54171,,Titanosaurus indicus,species,54171,Late Maastrichtian,,70.6,66,45823
1113011,occ,31326,,141188,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Maastrichtian,,70.6,66,55429
1114162,occ,,,68153,Austrosaurus mckillopi,species,55571,,Austrosaurus mckillopi,species,55571,Late Albian,Early Cenomanian,105.3,93.5,45868
1114583,occ,,,141305,Rebbachisaurus tamesnensis,species,63792,nomen dubium,Rebbachisauridae,family,57365,Early Barremian,Early Cenomanian,130,93.5,7056
1116243,occ,,,55387,Titanosaurus indicus,species,54171,,Titanosaurus indicus,species,54171,Early Maastrichtian,,70.6,66,46006
1116351,occ,,,141557,Mamenchisaurus sp.,genus,38670,,Mamenchisaurus,genus,38670,Tithonian,Berriasian,152.1,139.8,46015
1116602,occ,,,28459,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,46029
1116633,occ,33466,,141598,Hypselosaurus priscus,species,65144,nomen dubium,Hypselosaurus,genus,38689,Maastrichtian,,72.1,66,62429
1116927,occ,,,141628,Hypselosaurus ? sp.,genus,38689,,Hypselosaurus,genus,38689,Maastrichtian,,72.1,66,45829
1116937,occ,,,141629,Hypselosaurus ? sp.,genus,38689,,Hypselosaurus,genus,38689,Maastrichtian,,72.1,66,45829
1118606,occ,,IF,74526,Megaloolithus aureliensis,species,67203,,Megaloolithus aureliensis,species,67203,Early Maastrichtian,,70.6,66,46145
1118607,occ,,F,74526,Megaloolithus baghensis,species,81824,,Megaloolithus baghensis,species,81824,Early Maastrichtian,,70.6,66,46145
1118608,occ,,IF,74526,Megaloolithus siruguei,species,67202,,Megaloolithus siruguei,species,67202,Early Maastrichtian,,70.6,66,46145
1118609,occ,,IF,74526,Cairanoolithus roussetensis,species,81825,,Cairanoolithus roussetensis,species,67208,Early Maastrichtian,,70.6,66,46145
1119311,occ,28543,,142153,Sauropoda indet.,unranked clade,312562,,Sauropoda,unranked clade,38653,Aalenian,,174.1,170.3,46153
1123311,occ,30936,,142333,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Aptian,Albian,125,100.5,14199
1123322,occ,,,142334,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,46207
1123323,occ,,,22648,Diplodocus sp.,genus,38669,,Diplodocus,genus,38669,Kimmeridgian,Tithonian,157.3,145,46207
1123324,occ,,,22648,Apatosaurus ? sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,Tithonian,157.3,145,46207
1123325,occ,,,142335,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,Kimmeridgian,Tithonian,157.3,145,46207
1123326,occ,,,142336,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,Kimmeridgian,Tithonian,157.3,145,46207
1123327,occ,,,142337,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,species,52982,Kimmeridgian,Tithonian,157.3,145,46207
1123496,occ,,,21852,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Early Tithonian,,150.8,145,46207
1124832,occ,,,142534,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Albian,,113,100.5,17467
1126074,occ,,,59410,Magyarosaurus dacus,species,64332,,Magyarosaurus dacus,species,64331,Late Campanian,Early Maastrichtian,83.5,66,46352
1126552,occ,28545,,142883,Macronaria indet.,unranked clade,57438,,Macronaria,unranked clade,57438,Barremian,Aptian,129.4,113,46153
1126553,occ,28546,,48853,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Barremian,,129.4,125,43726
1127387,occ,,,143107,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Aptian,,125.45,122.46,46387
1127402,occ,,,143112,Cetiosaurus longus ?,species,66830,nomen dubium,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,31457
1127407,occ,,,119505,Ornithopsis sp.,genus,52990,,Ornithopsis,genus,52990,Late Tithonian,,150.8,145,31457
1127408,occ,,,119505,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Late Tithonian,,150.8,145,31457
1130243,occ,,IF,143604,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Middle Hettangian,Late Hettangian,201.3,196.5,46523
1130851,occ,,,143830,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Aptian,,125,113,47964
1132974,occ,,,94534,Iguanodon praecursor,species,65153,nomen dubium,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,19135
1133806,occ,,,65032,Iguanodon n. sp. praecursor,species,65153,nomen dubium,Sauropoda,unranked clade,38653,Middle Tithonian,,150.8,145,19137
1134193,occ,,,144342,n. gen. Neosodon sp.,genus,65157,nomen dubium,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,46546
1134546,occ,,,144450,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Oxfordian,,163.5,157.3,46694
1134547,occ,,,144451,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Oxfordian,,163.5,157.3,46694
1134548,occ,,,144449,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Oxfordian,,163.5,157.3,46694
1134550,occ,,,144449,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,unranked clade,57437,Oxfordian,,163.5,157.3,46694
1135882,occ,,,114109,Aeolosaurini indet.,unranked clade,100436,,Aeolosaurini,unranked clade,100436,Late Coniacian,Early Santonian,89.3,83.5,46833
1135965,occ,,,144746,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Early Tithonian,,150.8,145,46850
1137186,occ,,,144963,n. gen. Yunmenglong n. sp. ruyangensis,species,268507,,Yunmenglong ruyangensis,species,268507,Aptian,Albian,125,100.5,46915
1144205,occ,,,145659,n. gen. Nebulasaurus n. sp. taito,species,270396,,Nebulasaurus taito,species,270396,Aalenian,Bajocian,174.1,168.3,47105
1145035,occ,,,62553,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Late Cenomanian,Early Turonian,99.6,89.3,47109
1145417,occ,28770,,77233,Titanosauridae ? indet.,family,38680,,Titanosauridae,family,38680,Early Cenomanian,,99.6,93.5,47162
1145521,occ,,,62414,Erketu sp.,genus,72376,,Erketu,genus,72376,Campanian,,83.6,72.1,47166
1145921,occ,,,145957,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Tithonian,,150.8,145,32165
1147528,occ,,,146288,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Barremian,Early Aptian,130,122.46,47267
1147749,occ,,,146328,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Berriasian,,145,139.8,47271
1147752,occ,,,146330,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Barremian,,129.4,125,47272
1149528,occ,,,146643,Pelorosaurus ? sp.,genus,38678,,Pelorosaurus,genus,38678,Aptian,Early Albian,125,109,47414
1151746,occ,,,32370,Titanosauria sp. 2 informal,species,55585,species not entered,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,47469
1151747,occ,,,32370,Titanosauria sp. 3 informal,species,55585,species not entered,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,47469
1151748,occ,,,32370,Titanosauria sp. 4 informal,species,55585,species not entered,Titanosauria,unranked clade,55585,Late Campanian,Early Maastrichtian,83.5,66,47469
1151788,occ,,,147070,n. gen. Gannansaurus n. sp. sinensis,species,273050,,Gannansaurus sinensis,species,273050,Maastrichtian,,72.1,66,47488
1152347,occ,,,147178,n. gen. Overosaurus n. sp. paradasorum,species,273093,,Overosaurus paradasorum,species,273093,Santonian,,86.3,83.6,47497
1153480,occ,,,147575,n. gen. Tataouinea n. sp. hannibalis,species,273397,,Tataouinea hannibalis,species,273397,Early Albian,,112.03,109,47523
1162536,occ,,,59057,Rebbachisauridae indet.,family,57365,,Rebbachisauridae,family,57365,Cenomanian,,100.5,93.9,47874
1163673,occ,,,149600,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,47928
1163674,occ,29796,IF,149601,Parabrontopodus ? sp.,genus,68971,,Parabrontopodus,genus,68971,Late Kimmeridgian,,155.7,150.8,50537
1163675,occ,,I,149602,Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Late Kimmeridgian,,155.7,150.8,47928
1163760,occ,,,142093,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Hauterivian,Barremian,132.9,125,46154
1164017,occ,,,142027,Camarasauridae indet.,family,38696,,Camarasauridae,family,38696,Early Valanginian,,140.2,136.4,33897
1164047,occ,,,149602,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,47966
1164050,occ,,,149742,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,47966
1164052,occ,,,149743,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,47966
1164055,occ,,,149745,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,,155.7,150.8,47966
1165711,occ,,,56365,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Albian,Early Cenomanian,105.3,93.5,48031
1165712,occ,,,117203,Europasaurus holgeri,species,81697,,Europasaurus holgeri,species,81697,Late Kimmeridgian,,155.7,150.8,48032
1165721,occ,,,117200,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Kimmeridgian,,157.3,152.1,48032
1170027,occ,,,150678,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Campanian,Maastrichtian,83.6,66,39507
1170033,occ,,,150700,Cetiosaurus sp.,genus,38657,,Cetiosaurus,genus,38657,Early Bathonian,,167.7,164.7,48179
1172079,occ,,,117986,n. gen. Xianshanosaurus n. sp. shijiagouensis,species,202273,,Xianshanosaurus shijiagouensis,species,202273,Cenomanian,Turonian,100.5,89.8,37927
1177107,occ,,,151677,n. gen. Normanniasaurus n. sp. genceyi,species,280185,,Normanniasaurus genceyi,species,280185,Early Albian,Middle Albian,112.03,105.3,48471
1181607,occ,,,152253,n. gen. Katepensaurus n. sp. goicoecheai,species,282474,,Katepensaurus goicoecheai,species,282474,Cenomanian,Turonian,100.5,89.8,48949
1187985,occ,,,153397,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Tithonian,Valanginian,150.8,132.9,49417
1188025,occ,31327,,89990,Ampelosaurus atacis,species,65140,,Ampelosaurus atacis,species,65140,Late Campanian,,83.5,70.6,55429
1189695,occ,,,57894,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,49550
1189697,occ,,,126540,Apatosaurus ? sp.,genus,38665,,Apatosaurus,genus,38665,Late Oxfordian,Early Kimmeridgian,161.2,150.8,49550
1189698,occ,,,126540,Barosaurus ? sp.,genus,38666,,Barosaurus,genus,38666,Late Oxfordian,Early Kimmeridgian,161.2,150.8,49550
1189699,occ,,,126540,Diplodocus ? sp.,genus,38669,,Diplodocus,genus,38669,Late Oxfordian,Early Kimmeridgian,161.2,150.8,49550
1189868,occ,,,85496,Iguanodonichnus sp.,genus,69162,nomen dubium,Sauropoda,unranked clade,38653,Early Maastrichtian,,70.6,66,49557
1190051,occ,,,153528,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Maastrichtian,,72.1,66,49609
1190808,occ,,,153762,n. gen. Xinjiangtitan n. sp. shanshanesis,species,287380,,Xinjiangtitan shanshanesis,species,287380,Bathonian,Callovian,168.3,163.5,49813
1190809,occ,,,116297,Rebbachisauridae indet.,family,57365,,Rebbachisauridae,family,57365,Albian,,113,100.5,49814
1190810,occ,,,116297,Somphospondyli indet.,unranked clade,66514,,Somphospondyli,unranked clade,66514,Albian,,113,100.5,49814
1191068,occ,31410,IF,153887,Brontopodus n. sp. oncalensis,species,287492,,Brontopodus oncalensis,species,287492,Early Berriasian,Middle Berriasian,145,140.2,49867
1191673,occ,,,153997,n. gen. Quetecsaurus n. sp. rusconii,species,287943,,Quetecsaurus rusconii,species,287943,Middle Turonian,Late Turonian,93.5,89.3,49910
1193100,occ,,,154181,n. gen. Yongjinglong n. sp. datangi,species,288220,,Yongjinglong datangi,species,288220,Early Cretaceous,,145,100.5,49978
1193466,occ,,,154241,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Oxfordian,,163.5,157.3,50085
1195295,occ,29732,,22650,Camarasaurus lentus,species,71837,,Camarasaurus lentus,species,63764,Late Kimmeridgian,,155.7,150.8,19566
1195711,occ,,,154687,Asiatosaurus kwangshiensis,species,65692,nomen dubium,Sauropoda,unranked clade,38653,Aptian,,125,113,50278
1196353,occ,,,154743,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Kimmeridgian,Early Tithonian,155.7,145,50329
1197958,occ,,,154925,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,50456
1197962,occ,,,154924,Apatosaurus sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,50456
1197964,occ,,,154924,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,50456
1197967,occ,,,154924,Diplodocinae indet.,unranked clade,319099,,Diplodocinae,unranked clade,65916,Kimmeridgian,,157.3,152.1,50456
1197970,occ,,,154924,Diplodocidae indet.,family,38664,,Diplodocidae,family,38664,Kimmeridgian,,157.3,152.1,50456
1199042,occ,,IF,155021,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Early Tithonian,,150.8,145,50537
1199056,occ,,,155024,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,50538
1199058,occ,,,155026,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,50538
1199059,occ,,,155028,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,50538
1199060,occ,,,155029,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,50538
1199061,occ,,,155030,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Oxfordian,,161.2,155.7,50538
1199074,occ,,,155032,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Tithonian,,152.1,145,50538
1200320,occ,,,155306,Somphospondyli indet.,unranked clade,66514,,Somphospondyli,unranked clade,66514,Cenomanian,,100.5,93.9,50662
1204690,occ,,,25074,Vahiny depereti,species,294730,,Vahiny depereti,species,294730,Maastrichtian,,72.1,66,51085
1204691,occ,,,55271,n. gen. Vahiny n. sp. depereti,species,294730,,Vahiny depereti,species,294730,Maastrichtian,,72.1,66,51085
1205132,occ,,,115001,cf. Magyarosaurus sp.,genus,52883,,Magyarosaurus,genus,52883,Late Maastrichtian,,70.6,66,49557
1205169,occ,,I,156133,cf. Brontopodus sp.,genus,67216,,Brontopodus,genus,67216,Kimmeridgian,,157.3,152.1,51114
1205171,occ,34620,IF,156134,Parabrontopodus sp.,genus,68971,,Parabrontopodus,genus,68971,Kimmeridgian,,157.3,152.1,65404
1205594,occ,,,156241,n. gen. Leinkupal n. sp. laticauda,species,295115,,Leinkupal laticauda,species,295115,Late Berriasian,Valanginian,145,132.9,51173
1205595,occ,,,156241,Dicraeosauridae indet.,family,319107,,Dicraeosauridae,family,53961,Late Berriasian,Valanginian,145,132.9,51173
1211072,occ,,,68466,Sauropoda indet.,unranked clade,312562,,Sauropoda,unranked clade,38653,Berriasian,,145,139.8,55588
1212730,occ,30101,,157566,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Late Tithonian,Early Berriasian,150.8,140.2,51804
1212871,occ,,,157614,n. gen. Chondrosteosaurus n. sp. gigas,species,66731,nomen dubium,Sauropoda,unranked clade,38653,Late Hauterivian,Early Barremian,136.4,125.45,14069
1215380,occ,,,114198,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Maastrichtian,,72.1,66,51935
1215900,occ,,,158276,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Bajocian,Early Bathonian,171.6,164.7,51978
1215901,occ,,,126182,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Bajocian,Early Bathonian,171.6,164.7,51978
1217007,occ,,,67439,Titanosaurus indicus,species,54171,,Titanosaurus indicus,species,54171,Maastrichtian,,72.1,66,52029
1220161,occ,,,46439,Camarasaurus lentus,species,71837,,Camarasaurus lentus,species,63764,Kimmeridgian,,157.3,152.1,52132
1220162,occ,,,46439,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,,157.3,152.1,52132
1220184,occ,,,64144,Nemegtosaurus n. sp. pachi,species,54842,nomen dubium,Nemegtosaurus,genus,38671,Campanian,Maastrichtian,83.6,66,9258
1224516,occ,,,47059,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Late Campanian,,83.5,70.6,39484
1227130,occ,,,161337,n. gen. Dreadnoughtus n. sp. schrani,species,304824,,Dreadnoughtus schrani,species,304824,Campanian,Maastrichtian,83.6,66,52577
1227703,occ,,,52815,Apatosaurus louisae,species,57752,,Apatosaurus louisae,species,57752,Kimmeridgian,Tithonian,157.3,145,52605
1227705,occ,,,52815,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Kimmeridgian,Tithonian,157.3,145,52605
1227707,occ,,,52815,Camarasaurus sp.,genus,38697,,Camarasaurus,genus,38697,Kimmeridgian,Tithonian,157.3,145,46207
1229707,occ,,,49653,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Early Kimmeridgian,,155.7,150.8,52718
1237020,occ,,,56556,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Berriasian,Aptian,145,113,14677
1237630,occ,30547,,46439,Apatosaurus ? sp.,genus,38665,,Apatosaurus,genus,38665,Kimmeridgian,,157.3,152.1,53051
1237632,occ,33198,,46439,Barosaurus sp.,genus,38666,,Barosaurus,genus,38666,Kimmeridgian,,157.3,152.1,61877
1237643,occ,31439,,163000,Sauropoda indet.,unranked clade,96955,,Sauropoda,unranked clade,38653,Late Jurassic,Early Cretaceous,163.5,100.5,55605
1243534,occ,,,163848,Neosauropoda indet.,unranked clade,57439,,Neosauropoda,unranked clade,57439,Late Berriasian,Valanginian,145,132.9,53481
1243973,occ,,,163915,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Aptian,Early Albian,122.46,109,53516
1243987,occ,,,163917,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Early Cenomanian,,99.6,93.5,53517
1243997,occ,,,155212,Titanosauridae indet.,family,38680,,Titanosauridae,family,38680,Early Cenomanian,,99.6,93.5,53517
1244024,occ,,,163919,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Cenomanian,,99.6,93.5,53520
1244127,occ,,,163944,n. gen. Huangshanlong n. sp. anhuiensis,species,309609,,Huangshanlong anhuiensis,species,309609,Middle Jurassic,,174.1,163.5,53528
1244134,occ,,,59372,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Campanian,,83.5,70.6,42294
1245126,occ,,,61317,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Neocomian,Barremian,145,125,25015
1245144,occ,,,164176,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Neocomian,Barremian,145,125,25015
1245145,occ,,,164177,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Valanginian,Hauterivian,139.8,129.4,53564
1245146,occ,,,164178,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Late Hauterivian,,136.4,130,53564
1245149,occ,,,164179,Titanosauriformes indet.,unranked clade,57468,,Titanosauriformes,unranked clade,57468,Early Barremian,,130,125.45,53564
1245150,occ,,,164180,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Barremian,,130,125.45,53564
1245151,occ,31328,,46437,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Late Maastrichtian,,70.6,66,55429
1246316,occ,,,164377,Sauropoda ? indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Tithonian,,150.8,145,53638
1246332,occ,,F,164377,Megaloolithidae indet.,unranked clade,65555,,Megaloolithidae,unranked clade,65555,Early Tithonian,,150.8,145,53638
1247665,occ,,,47421,n. gen. Bothriospondylus n. sp. suffossus,species,66826,nomen dubium,Neosauropoda,unranked clade,57439,Late Kimmeridgian,,155.7,150.8,14124
1247668,occ,,,164633,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Aptian,,125,113,53793
1247790,occ,,,127659,Sauropoda indet.,unranked clade,95571,,Sauropoda,unranked clade,38653,Early Cretaceous,,145,100.5,42291
1248068,occ,,,164702,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Late Maastrichtian,,70.6,66,53831
1248069,occ,,,164703,Lithostrotia indet.,unranked clade,71974,,Lithostrotia,unranked clade,71974,Late Maastrichtian,,70.6,66,53831
1248075,occ,,,156122,Titanosauria indet.,unranked clade,55585,,Titanosauria,unranked clade,55585,Maastrichtian,,72.1,66,53832
1248398,occ,,,164787,Haplocanthosaurus sp.,genus,38658,,Haplocanthosaurus,genus,38658,Kimmeridgian,,157.3,152.1,53857
1251083,occ,,,164849,Bonitasaura salgadoi,species,58913,,Bonitasaura salgadoi,species,58913,Early Campanian,,83.5,70.6,53867
1251417,occ,,,165198,Alamosaurus sp.,genus,38683,,Alamosaurus,genus,38683,Campanian,,83.6,72.1,1135
1252648,occ,,,165562,Alamosaurus ? sanjuanensis,species,63399,,Alamosaurus sanjuanensis,species,63399,Maastrichtian,,72.1,66,54129
1252654,occ,32762,,165563,Sauropoda ? indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Berriasian,Hauterivian,145,129.4,36097
1252655,occ,,,138302,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Hauterivian,,132.9,129.4,36097
1252887,occ,,,165579,Sauropoda indet.,unranked clade,38653,,Sauropoda,unranked clade,38653,Aptian,Albian,125,100.5,36097
