treeID,clade,rep,null_DIC,slow_DIC,asym_DIC,null_post_mean_intercept,null_post_mean,null_lower95_CI_intercept,null_upper95_CI_intercept,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean_intercept,slow_post_mean,slow_post_mean_2,slow_lower95_CI_intercept,slow_upper95_CI_intercept,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean_intercept,asym_post_mean,asym_post_mean_sqrt,asym_lower95_CI_intercept,asym_upper95_CI_intercept,asym_lower95_CI,asym_upper95_CI,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
tree_4,all,15,2420.490845,2408.610813,2404.585547,2.183557723,0.004174424,2.053831944,2.30087146,0.003112376,0.005304569,450,0.002222222,1.874433281,0.012812638,-3.67E-05,1.652491736,2.052655075,0.009181901,0.017326843,-5.27E-05,-1.73E-05,450,0.002222222,1.048539986,-0.008487136,0.26053142,0.506279073,1.528034493,-0.014229693,-0.003556718,0.154418035,0.377747275,450,0.002222222
tree_4,all,16,2420.022373,2408.724781,2404.318987,2.180988401,0.004188187,2.045475207,2.30886608,0.00330709,0.005229051,450,0.002222222,1.871079228,0.01286388,-3.71E-05,1.653355199,2.079928943,0.008315247,0.016933856,-5.50E-05,-1.83E-05,342.6186664,0.002222222,1.020448354,-0.00880435,0.267028118,0.543250879,1.501770003,-0.014794806,-0.004051004,0.16717994,0.377830905,386.440254,0.002222222
tree_4,all,17,2419.06822,2408.157857,2404.694691,2.187731426,0.004277702,2.068807582,2.310988219,0.003113037,0.005145893,527.9224669,0.002222222,1.873526868,0.012765189,-3.65E-05,1.679246044,2.090988452,0.008570173,0.01662049,-5.39E-05,-2.20E-05,450,0.002222222,1.068572049,-0.008191979,0.255583776,0.620653025,1.566653499,-0.013554783,-0.002758028,0.155484404,0.355954127,450,0.002222222
tree_4,all,18,2418.138992,2407.516917,2403.133525,2.184456195,0.00420996,2.05719855,2.343646474,0.003185519,0.005090302,383.7449829,0.002222222,1.87843682,0.012756537,-3.66E-05,1.696652051,2.068220726,0.008860175,0.016922133,-5.53E-05,-2.16E-05,450,0.002222222,1.055819017,-0.008467691,0.259836006,0.516058767,1.57096601,-0.014543323,-0.002909946,0.156182854,0.390322516,542.9162016,0.002222222
tree_4,all,19,2418.293144,2406.593732,2402.824558,2.177916243,0.004276895,2.044513711,2.323461043,0.003191943,0.005219465,450,0.002222222,1.869769142,0.012701702,-3.63E-05,1.637483553,2.035534111,0.008090328,0.016426076,-5.20E-05,-1.74E-05,450,0.002222222,1.064749858,-0.008279804,0.256910087,0.582094392,1.608920902,-0.013534291,-0.00268353,0.127472563,0.347540736,457.8630135,0.002222222
tree_4,all,20,2419.912272,2408.498214,2404.545045,2.182597864,0.004223116,2.052455551,2.328076958,0.003052631,0.005133612,450,0.002222222,1.875203193,0.01275365,-3.66E-05,1.656483505,2.08029687,0.008679218,0.017143806,-5.43E-05,-1.75E-05,325.0217493,0.002222222,1.026089656,-0.008760741,0.265972915,0.473312605,1.568777748,-0.014310532,-0.002696337,0.13907071,0.374752877,378.6711578,0.002222222
tree_4,all,21,2419.937351,2408.428831,2404.080918,2.177328684,0.00422994,2.036687784,2.293547363,0.003141067,0.005243571,450,0.002222222,1.870590991,0.012876661,-3.71E-05,1.667854971,2.064417076,0.008375918,0.01663215,-5.38E-05,-1.87E-05,383.0794607,0.002222222,1.062461972,-0.00839805,0.257883858,0.558830873,1.524332007,-0.013662509,-0.003475964,0.157778831,0.366024839,297.3852399,0.002222222
tree_4,all,22,2420.036352,2408.28202,2404.460909,2.181665528,0.004225468,2.040781321,2.306338152,0.003218111,0.005198526,450,0.002222222,1.873041515,0.012846225,-3.71E-05,1.655941867,2.076974285,0.009179429,0.017211281,-5.44E-05,-1.92E-05,474.5695545,0.002222222,1.053062594,-0.008464354,0.259930896,0.548550149,1.551168461,-0.014801425,-0.003518927,0.146632473,0.368001528,341.1096974,0.002222222
tree_4,all,23,2420.390574,2409.401994,2405.926342,2.1756081,0.004269412,2.043802834,2.317717784,0.003318859,0.005402436,450,0.002222222,1.871189045,0.012774049,-3.64E-05,1.680361443,2.064934049,0.00856863,0.01665413,-5.41E-05,-1.93E-05,374.4215183,0.002222222,1.037656345,-0.008465309,0.26106572,0.559984597,1.601634493,-0.013915824,-0.003308728,0.144243028,0.365041971,354.658037,0.002222222
tree_4,all,24,2420.204025,2408.05766,2403.654872,2.178896197,0.004221777,2.038119474,2.327981074,0.003286236,0.005261713,331.4754003,0.002222222,1.865391246,0.01293875,-3.73E-05,1.677886263,2.06104394,0.008828356,0.017269767,-5.48E-05,-2.13E-05,643.2513792,0.002222222,1.028089202,-0.008575459,0.263729403,0.55661398,1.504525926,-0.014197229,-0.003699491,0.157908703,0.370042585,390.6254687,0.002222222
tree_4,all,25,2418.361237,2407.950784,2402.835706,2.179541678,0.004278083,2.054431484,2.318492907,0.003269763,0.005313043,450,0.002222222,1.88414685,0.012520463,-3.54E-05,1.66871261,2.103103073,0.008277702,0.01712874,-5.39E-05,-1.65E-05,450,0.002222222,1.046616791,-0.008353562,0.259510061,0.514993008,1.565467661,-0.013680918,-0.00273818,0.151262608,0.369509368,379.5583971,0.002222222
tree_4,all,26,2417.843738,2407.503573,2403.467325,2.179451164,0.004317465,2.044929901,2.320473612,0.003226101,0.005261843,450,0.002222222,1.876727523,0.012771303,-3.64E-05,1.65652958,2.080700141,0.007894343,0.01655742,-5.21E-05,-1.75E-05,385.0993524,0.002222222,1.065461352,-0.008246507,0.256482875,0.578056868,1.608523133,-0.013611829,-0.002398611,0.145518009,0.370229713,322.9507853,0.002222222
tree_4,all,27,2422.338719,2409.958459,2405.718377,2.179755639,0.004145481,2.035835842,2.323970445,0.003145465,0.005108342,352.2704647,0.002222222,1.873709816,0.012862092,-3.72E-05,1.672296188,2.082422747,0.008659181,0.016901579,-5.26E-05,-1.85E-05,350.6001602,0.002222222,1.06040638,-0.008414993,0.258744735,0.507427337,1.517356618,-0.014265371,-0.003197893,0.168562495,0.388172414,343.4233754,0.002222222
tree_4,all,28,2417.391956,2406.36205,2402.277392,2.18003927,0.004258685,2.042680906,2.306410891,0.003203161,0.005211688,450,0.002222222,1.876088266,0.012699286,-3.63E-05,1.677065862,2.070713255,0.008114368,0.016448937,-5.34E-05,-1.96E-05,450,0.002222222,1.056430396,-0.008391348,0.259205105,0.535017661,1.571318924,-0.014116132,-0.002720852,0.139422573,0.365482726,307.2802675,0.002222222
tree_4,all,29,2419.728836,2408.063758,2403.610765,2.178582859,0.004247099,2.043756552,2.320176485,0.003262766,0.005178386,450,0.002222222,1.87502102,0.012762146,-3.66E-05,1.677228594,2.062583096,0.008425339,0.016631267,-5.32E-05,-1.91E-05,377.1878712,0.002222222,1.067757519,-0.008173741,0.255448253,0.564920301,1.58311311,-0.01387304,-0.00287612,0.139167403,0.360459723,219.2558382,0.002222222
tree_4,all,30,2417.608041,2407.869983,2402.522034,2.184650684,0.004319118,2.0571902,2.308937826,0.003409862,0.00535121,450,0.002222222,1.869066762,0.012837214,-3.66E-05,1.648317722,2.061361745,0.008652822,0.017132502,-5.51E-05,-1.81E-05,369.4810856,0.002222222,1.056709557,-0.008267388,0.258438766,0.59272832,1.53985609,-0.013095844,-0.002530558,0.160959343,0.364981243,363.5493449,0.002222222
tree_4,all,31,2419.480754,2407.233283,2403.648539,2.181760541,0.004250586,2.036809172,2.320661943,0.003184734,0.005205585,450,0.002222222,1.876922046,0.012638778,-3.60E-05,1.660820809,2.062924124,0.008405871,0.016765891,-5.46E-05,-1.87E-05,450,0.002222222,1.079360248,-0.008089785,0.253115305,0.588847907,1.527827687,-0.01378173,-0.003220988,0.151003141,0.357206543,279.1905805,0.002222222
tree_4,all,32,2418.974065,2408.013975,2403.513931,2.17849149,0.004282964,2.047971335,2.320282657,0.00326645,0.005188629,450,0.002222222,1.867524249,0.012777435,-3.64E-05,1.664049546,2.065048979,0.008570914,0.016992766,-5.17E-05,-1.69E-05,450,0.002222222,1.035137327,-0.008656247,0.263980922,0.60721087,1.524042721,-0.01408412,-0.004116052,0.162468329,0.364061858,450,0.002222222
tree_4,all,33,2420.18642,2408.726678,2404.124308,2.181245504,0.004233006,2.035492258,2.305706834,0.003182233,0.005194535,450,0.002222222,1.872851916,0.012862591,-3.71E-05,1.643831538,2.059761912,0.008610259,0.017175959,-5.38E-05,-1.78E-05,450,0.002222222,1.034026189,-0.008541144,0.262766876,0.584429174,1.5937745,-0.013643259,-0.002559097,0.142592875,0.364767071,364.3920531,0.002222222
tree_4,all,34,2418.181471,2407.200062,2402.977634,2.184563344,0.004218575,2.044546185,2.318211234,0.003271296,0.005131818,450,0.002222222,1.876987945,0.012693831,-3.64E-05,1.685734994,2.095300762,0.008422244,0.016955804,-5.50E-05,-1.96E-05,450,0.002222222,1.061397735,-0.008325874,0.257537832,0.500701154,1.529662202,-0.013784106,-0.002216541,0.159026379,0.388280959,450,0.002222222
tree_4,all,35,2418.94563,2406.889682,2402.716245,2.179585309,0.004251149,2.023570784,2.311901666,0.003236549,0.005360454,427.1526169,0.002222222,1.878031471,0.012660347,-3.62E-05,1.692742197,2.110761312,0.008454434,0.016834867,-5.35E-05,-1.91E-05,566.0390712,0.002222222,1.041650175,-0.008529408,0.262141317,0.605095111,1.552871881,-0.013795772,-0.003365711,0.145724557,0.355789405,388.1640981,0.002222222
tree_4,all,36,2423.229791,2411.054244,2406.187751,2.189893087,0.004117868,2.050820893,2.333967821,0.003109246,0.005056448,450,0.002222222,1.875149904,0.012850983,-3.73E-05,1.685200693,2.09472459,0.008778235,0.016735586,-5.26E-05,-1.91E-05,450,0.002222222,1.033037003,-0.008691693,0.264479401,0.553283851,1.526766588,-0.014000675,-0.00311584,0.155653253,0.378281072,450,0.002222222
tree_4,all,37,2420.093199,2409.014539,2404.316357,2.185850768,0.004217512,2.055049972,2.323935233,0.003196648,0.005176693,450,0.002222222,1.879476411,0.012651881,-3.67E-05,1.663449198,2.062502631,0.0080791,0.016533935,-5.49E-05,-1.90E-05,385.5609502,0.002222222,1.046697639,-0.008584781,0.261498245,0.523843802,1.496706268,-0.013717659,-0.003384237,0.168441502,0.373380873,471.4750017,0.002222222
tree_4,all,38,2417.125124,2406.304106,2400.997745,2.181353389,0.004270484,2.044641633,2.319107778,0.003322181,0.0052219,450,0.002222222,1.87262625,0.012801486,-3.65E-05,1.665685636,2.07322181,0.008881897,0.017175678,-5.41E-05,-1.99E-05,715.3829996,0.002222222,1.056618359,-0.008218938,0.257078656,0.494355304,1.505968199,-0.013267975,-0.002886727,0.153732774,0.368851392,330.7286871,0.002222222
tree_4,all,39,2420.29455,2409.522988,2404.396156,2.183922707,0.004216814,2.043077944,2.316863324,0.003052726,0.005271723,450,0.002222222,1.873947361,0.012875173,-3.72E-05,1.663633991,2.090634244,0.008955522,0.017151354,-5.55E-05,-2.10E-05,338.8975864,0.002222222,1.01976128,-0.008855476,0.267372214,0.507965,1.54462328,-0.014187961,-0.003599176,0.154303954,0.372284143,348.9168093,0.002222222
tree_4,all,40,2418.814996,2406.838523,2402.632357,2.185510372,0.004230836,2.037764829,2.308531591,0.003280979,0.005295249,450,0.002222222,1.868477515,0.012860042,-3.70E-05,1.668034789,2.066390482,0.008575481,0.01707661,-5.29E-05,-1.82E-05,450,0.002222222,1.026269902,-0.008580807,0.264167961,0.515636422,1.49489767,-0.014155992,-0.003127586,0.156483795,0.380086688,333.2542536,0.002222222
tree_4,all,41,2416.603364,2406.934513,2401.92213,2.183769679,0.004289198,2.036579054,2.314495019,0.003299713,0.00540712,450,0.002222222,1.875970994,0.012649529,-3.59E-05,1.673420268,2.049117465,0.008635903,0.016492435,-4.97E-05,-1.53E-05,505.5732475,0.002222222,1.058154105,-0.008215794,0.2565192,0.57366941,1.626679772,-0.013617111,-0.002637683,0.133555974,0.354467163,331.2673788,0.002222222
tree_4,all,42,2420.142912,2408.996746,2404.545916,2.183053528,0.004211099,2.062232237,2.330049277,0.003194067,0.00526389,356.2301252,0.002222222,1.869654916,0.01281125,-3.69E-05,1.665900475,2.06769285,0.008827003,0.016926293,-5.37E-05,-2.04E-05,339.0468615,0.002222222,1.037537707,-0.008539562,0.262277886,0.578544159,1.479142208,-0.013730452,-0.003350903,0.152964436,0.358814505,352.1123855,0.002222222
tree_4,all,43,2417.58972,2406.207285,2403.249666,2.183816024,0.004251892,2.048212122,2.332723939,0.003252893,0.005276112,534.9015698,0.002222222,1.870314019,0.013015976,-3.76E-05,1.654008853,2.070927135,0.008826937,0.017837581,-5.65E-05,-1.91E-05,373.8074646,0.002222222,1.068502727,-0.008207218,0.255323713,0.637424553,1.563265934,-0.013868784,-0.003553403,0.147288139,0.349642809,450,0.002222222
tree_4,all,44,2417.281963,2406.053582,2402.799585,2.179734271,0.004295816,2.043253023,2.322012536,0.003322378,0.005285469,450,0.002222222,1.87742251,0.012710368,-3.62E-05,1.68547544,2.061964609,0.008691814,0.016800351,-5.31E-05,-1.85E-05,450,0.002222222,1.040374292,-0.008582595,0.262282182,0.501620645,1.513162074,-0.014774821,-0.003545189,0.152428436,0.378401053,259.2542258,0.002222222
tree_4,all,45,2421.42817,2408.614508,2406.194654,2.184706538,0.004146191,2.046223301,2.312673351,0.003231912,0.005149023,450,0.002222222,1.875304731,0.012843245,-3.70E-05,1.667183807,2.078796679,0.008407336,0.016873827,-5.51E-05,-1.93E-05,450,0.002222222,1.056079632,-0.008574941,0.261087603,0.583888707,1.56551959,-0.01406897,-0.003771821,0.15213089,0.363500637,354.150999,0.002222222
tree_4,all,46,2422.013688,2411.431391,2405.987082,2.185283415,0.004148801,2.056838184,2.326763817,0.002992702,0.005080494,305.8442067,0.002222222,1.865627658,0.012848611,-3.74E-05,1.660788875,2.056869379,0.009079031,0.017302716,-5.48E-05,-2.12E-05,450,0.002222222,1.060837616,-0.008462937,0.258953802,0.531216471,1.582733625,-0.0146662,-0.003478275,0.147191214,0.370842987,373.4027091,0.002222222
tree_4,all,47,2418.142969,2407.351294,2403.425732,2.182068471,0.00423506,2.06174098,2.318944327,0.003346645,0.005347464,450,0.002222222,1.879853372,0.012648478,-3.60E-05,1.676317359,2.055493407,0.008855101,0.016618299,-5.13E-05,-1.89E-05,450,0.002222222,1.051021053,-0.008383845,0.258987805,0.492324729,1.519997476,-0.013877886,-0.002632278,0.147957596,0.3759722,335.1648314,0.002222222
tree_4,all,48,2418.870086,2409.633207,2404.497029,2.182639227,0.004223882,2.056083282,2.327498159,0.003229056,0.005123943,450,0.002222222,1.881007288,0.01261167,-3.60E-05,1.669041743,2.058160237,0.008296395,0.016915263,-5.44E-05,-1.81E-05,314.1153327,0.002222222,1.046237045,-0.008363717,0.259608155,0.560620022,1.565077693,-0.014951968,-0.003565458,0.152811401,0.374380008,355.8841013,0.002222222
tree_4,all,49,2422.646793,2411.944306,2407.164768,2.180285583,0.004114522,2.044485455,2.319282351,0.00314163,0.005187841,450,0.002222222,1.87782227,0.012839319,-3.75E-05,1.687594945,2.091873863,0.008954559,0.017346978,-5.43E-05,-1.89E-05,376.3628581,0.002222222,1.037552607,-0.008809522,0.264978327,0.572732757,1.49653522,-0.013668631,-0.003933927,0.177301945,0.370605127,450,0.002222222
tree_4,all,50,2419.76955,2409.819073,2406.244501,2.183470592,0.004215663,2.056341089,2.338530948,0.003158183,0.005157369,345.9318007,0.002222222,1.868585238,0.012873421,-3.72E-05,1.674070456,2.080123806,0.008670484,0.017269896,-5.62E-05,-2.08E-05,450,0.002222222,1.057917299,-0.008375818,0.257757085,0.568059209,1.594591111,-0.014474571,-0.003252632,0.154243471,0.377983899,450,0.002222222
tree_4,orni,1,901.2963002,895.099948,892.0412565,1.794447396,0.005281196,1.491676639,2.102320294,0.003336395,0.007492942,380.529239,0.002222222,1.18131156,0.019592136,-6.08E-05,0.631614919,1.631887308,0.010862175,0.029804887,-1.04E-04,-2.30E-05,450,0.002222222,-0.626911098,-0.019672745,0.5175012,-1.955023532,0.825253094,-0.03250409,-0.005587823,0.221233667,0.783305683,267.1260499,0.4
tree_4,orni,2,912.7069693,905.9863996,902.5912722,1.78803541,0.005111817,1.442912629,2.08277051,0.003151128,0.006884656,450,0.002222222,1.147780944,0.020096878,-6.30E-05,0.558158039,1.598368064,0.012118039,0.03062721,-1.00E-04,-2.60E-05,511.2978986,0.002222222,-0.528158606,-0.018924593,0.500727412,-2.037761065,0.924262124,-0.032475135,-0.004528194,0.236423509,0.816269906,271.6345569,0.488888889
tree_4,orni,3,906.5070067,899.4385054,896.6959362,1.801348286,0.005219783,1.493146003,2.11388364,0.003125214,0.007167875,450,0.002222222,1.163679647,0.019864267,-6.23E-05,0.619388159,1.731306503,0.010196363,0.030532711,-1.01E-04,-1.78E-05,376.9385826,0.002222222,-0.58069695,-0.019122705,0.508827161,-2.1120847,0.683038913,-0.033821535,-0.006272261,0.255492512,0.834263308,234.7818133,0.466666667
tree_4,orni,4,906.6449477,899.4055714,897.034694,1.782461206,0.005279703,1.500942384,2.120824908,0.003299658,0.007410509,450,0.002222222,1.190346755,0.019570667,-6.09E-05,0.685676564,1.676548811,0.012096203,0.030302566,-9.70E-05,-2.42E-05,450,0.002222222,-0.523086458,-0.018633994,0.498011114,-1.816892423,0.864379401,-0.031413223,-0.004780091,0.230631225,0.78711011,331.3962895,0.497777778
tree_4,orni,5,901.6898095,895.0830491,891.7953305,1.799768407,0.005164388,1.485293209,2.137094995,0.002648594,0.006919417,450,0.002222222,1.173465783,0.019617612,-6.11E-05,0.690145746,1.665286945,0.009680271,0.02889496,-9.77E-05,-1.82E-05,488.6319903,0.002222222,-0.522501168,-0.018694702,0.497490627,-2.076276192,0.747236638,-0.03435808,-0.005881634,0.222640228,0.808949676,293.9297395,0.466666667
tree_4,orni,6,908.583788,902.5667724,899.3203604,1.792330316,0.005351136,1.484727942,2.132373517,0.003462233,0.007170181,450,0.002222222,1.133335754,0.020446096,-6.43E-05,0.544556749,1.653093335,0.009924754,0.030276513,-1.12E-04,-2.74E-05,347.842211,0.002222222,-0.501087236,-0.018297623,0.493876337,-1.929207943,1.000384159,-0.0338799,-0.005515082,0.231941683,0.810810169,301.9145318,0.462222222
tree_4,orni,7,906.6404994,900.6644275,896.227551,1.782627549,0.005288379,1.460739112,2.156504919,0.003322006,0.00710845,450,0.002222222,1.152056624,0.020236017,-6.36E-05,0.635085112,1.683016355,0.009555199,0.029094612,-9.96E-05,-1.84E-05,450,0.002222222,-0.504050406,-0.01865699,0.497603117,-1.845360431,1.003598312,-0.032739838,-0.004787202,0.200556417,0.787548643,265.2336725,0.546666667
tree_4,orni,8,901.5852913,895.3550996,892.0130263,1.780182856,0.005227337,1.488821163,2.126963741,0.003215066,0.007448756,390.7818954,0.002222222,1.170208479,0.019842992,-6.24E-05,0.700627266,1.686808785,0.009661289,0.029203495,-1.00E-04,-2.12E-05,752.4128967,0.002222222,-0.603208588,-0.019244831,0.513126405,-2.030708586,0.92686767,-0.033353712,-0.005095641,0.21644204,0.798716246,239.5274138,0.4
tree_4,orni,9,905.9589897,899.1514721,896.2995878,1.80605374,0.005239167,1.468102812,2.100626221,0.00305466,0.007365104,450,0.002222222,1.173568682,0.019721724,-6.11E-05,0.693584529,1.719133108,0.010278775,0.029315207,-9.94E-05,-2.15E-05,450,0.002222222,-0.501412013,-0.01839053,0.49390932,-1.8241762,1.003228901,-0.033609658,-0.006562537,0.240814067,0.797349394,282.6270876,0.533333333
