tree.ID,tree,null_DIC,slow_DIC,asym_DIC,null_post_mean,null_lower95_CI,null_upper95_CI,null_ess,null_pMCMC,slow_post_mean,slow_post_mean_2,slow_lower95_CI,slow_upper95_CI,slow_lower95_CI_2,slow_upper95_CI_2,slow_ess,slow_pMCMC,asym_post_mean_sqrt,asym_lower95_CI_sqrt,asym_upper95_CI_sqrt,asym_ess,asym_pMCMC
672,Mallon.phy.nex,146.4097484,139.3266767,138.9677415,0.059422514,0.034335046,0.094415965,450,0.002222222,0.174544411,-0.003879924,0.122594974,0.2302638,-0.005799127,-0.001787171,450,0.002222222,0.404207344,0.286687053,0.479630254,450,0.002222222
673,Mallon.phy.nex,140.8087819,136.2892643,134.2792802,0.065492553,0.036620942,0.090669629,450,0.002222222,0.161756793,-0.003457747,0.084892984,0.222059851,-0.005928183,-9.50E-04,450,0.002222222,0.398729203,0.254812405,0.490104332,520.961665,0.002222222
674,Mallon.phy.nex,144.4164118,139.1692307,138.8970518,0.056065798,0.017742365,0.085253077,450,0.013333333,0.196354742,-0.004812355,0.130521544,0.250332249,-0.007249039,-0.002718372,450,0.002222222,0.393772685,0.274441315,0.521741254,450,0.002222222
675,Mallon.phy.nex,145.7498992,138.0617601,138.4532753,0.056390848,0.021810745,0.08298953,450,0.004444444,0.178927183,-0.004063562,0.121732579,0.230467167,-0.005938306,-0.002052734,450,0.002222222,0.397524922,0.278246471,0.489408051,450,0.002222222
676,Mallon.phy.nex,147.655127,138.4615563,141.2749507,0.052452485,0.024996797,0.083095342,450,0.002222222,0.19652685,-0.004607495,0.143623647,0.241033372,-0.006306123,-0.002849021,347.4471135,0.002222222,0.393890951,0.280180821,0.47949203,450,0.002222222
677,Mallon.phy.nex,145.3967712,137.5506506,138.5773396,0.060348904,0.031755121,0.091486009,543.2586487,0.002222222,0.180272308,-0.003899876,0.130976709,0.226553654,-0.005425064,-0.002292756,450,0.002222222,0.404967742,0.297568896,0.49063875,509.7593652,0.002222222
678,Mallon.phy.nex,140.3535975,134.9661764,134.8810008,0.057620247,0.023934333,0.084794716,378.3389974,0.004444444,0.171611093,-0.003808785,0.11019892,0.243354601,-0.006630129,-0.00189847,450,0.002222222,0.3770141,0.24092849,0.465235594,450,0.002222222
679,Mallon.phy.nex,144.773324,137.1550315,137.4048603,0.059814933,0.033014207,0.092874101,450,0.004444444,0.180804555,-0.004123092,0.11784306,0.234770781,-0.006060377,-0.001761976,220.5628902,0.002222222,0.413453732,0.298299716,0.502716996,450,0.002222222
680,Mallon.phy.nex,146.7763109,139.6169919,142.1847328,0.053529981,0.02134444,0.080159106,556.7399987,0.002222222,0.197838181,-0.004977875,0.125646621,0.25046462,-0.007224905,-0.002839051,450,0.002222222,0.376890971,0.258326319,0.477216101,450,0.002222222
681,Mallon.phy.nex,141.4255317,136.2166854,135.157981,0.06166942,0.025735895,0.087334682,387.118653,0.002222222,0.1698848,-0.003702055,0.111642641,0.241941282,-0.006027241,-0.001732555,567.223825,0.002222222,0.392662285,0.276876558,0.491151358,450,0.002222222
682,Mallon.phy.nex,143.0224413,135.9606565,136.8448023,0.056699102,0.032341816,0.088260271,450,0.002222222,0.180445929,-0.004090307,0.126340973,0.252683396,-0.006209575,-0.002065385,450,0.002222222,0.384155936,0.261499059,0.488351348,450,0.002222222
683,Mallon.phy.nex,144.0947603,137.1965341,137.6135928,0.05739886,0.026083818,0.084595051,450,0.002222222,0.179167054,-0.004095955,0.110183968,0.235108747,-0.006218024,-0.00196027,450,0.002222222,0.390414218,0.281947887,0.482552629,450,0.002222222
684,Mallon.phy.nex,145.7590774,139.8484784,139.6199488,0.062767014,0.032982324,0.097986165,608.8263033,0.002222222,0.192753115,-0.004807601,0.125881623,0.252506697,-0.007274077,-0.002301542,450,0.002222222,0.413011773,0.293046516,0.505110489,450,0.002222222
685,Mallon.phy.nex,145.2291621,136.7637812,139.9004837,0.049401196,0.016505702,0.078513943,630.5634156,0.013333333,0.200788023,-0.004988458,0.14565491,0.263214721,-0.007117901,-0.002958556,450,0.002222222,0.384122881,0.275553197,0.481788689,450,0.002222222
686,Mallon.phy.nex,148.0572827,139.69484,139.4225343,0.062520921,0.033044249,0.085464107,450,0.002222222,0.178740636,-0.003846293,0.134248709,0.223035812,-0.00562396,-0.002226603,450,0.002222222,0.42247194,0.327226174,0.482518001,450,0.002222222
687,Mallon.phy.nex,141.711032,135.8393047,135.6528246,0.059924099,0.032583267,0.090664835,450,0.002222222,0.169282969,-0.003629092,0.103879969,0.223405353,-0.00556801,-0.001544383,450,0.002222222,0.389617056,0.275490436,0.479518141,372.6205797,0.002222222
688,Mallon.phy.nex,142.407433,138.0920472,136.3824257,0.066320969,0.034229369,0.097152587,548.3219985,0.002222222,0.169326726,-0.003592663,0.113293961,0.225983137,-0.005410761,-0.001379297,450,0.002222222,0.417737583,0.304953631,0.500760651,390.5692411,0.002222222
689,Mallon.phy.nex,145.0436461,138.0519027,138.1323843,0.059728118,0.025825866,0.086191638,605.0740869,0.004444444,0.180885204,-0.004001614,0.130454039,0.236878131,-0.005795798,-0.002138301,378.7994039,0.002222222,0.408086255,0.30239231,0.491755918,450,0.002222222
690,Mallon.phy.nex,144.2664561,137.1712472,137.5796954,0.064468641,0.037481382,0.096067105,450,0.002222222,0.188398236,-0.004336276,0.125275867,0.238559126,-0.006382905,-0.002376816,450,0.002222222,0.415090534,0.302914787,0.500829737,450,0.002222222
691,Mallon.phy.nex,143.9947785,137.4065758,137.4341908,0.057628358,0.02616896,0.086205426,450,0.004444444,0.174751756,-0.00388947,0.123129901,0.230730381,-0.005750054,-0.002125396,450,0.002222222,0.393286736,0.274793628,0.49146129,450,0.002222222
692,Mallon.phy.nex,142.2305585,136.6393283,135.7392871,0.057297444,0.028479403,0.082746843,450,0.002222222,0.167718682,-0.003524032,0.112681298,0.233453627,-0.005443994,-0.001710072,379.3244242,0.002222222,0.382355262,0.258050161,0.460644761,450,0.002222222
693,Mallon.phy.nex,142.6883151,136.8516535,136.7056422,0.058422809,0.029961362,0.089013197,450,0.002222222,0.174186335,-0.003919591,0.104113154,0.240916514,-0.006514459,-0.00169338,450,0.002222222,0.39354285,0.270254824,0.479544773,450,0.002222222
694,Mallon.phy.nex,145.328867,137.8532439,139.7529723,0.053490868,0.023507236,0.084168366,450,0.013333333,0.201945759,-0.005056118,0.147155635,0.264537587,-0.007282668,-0.002989024,450,0.002222222,0.392539184,0.276419776,0.496414241,450,0.002222222
695,Mallon.phy.nex,143.0348288,137.093252,137.0392168,0.068290259,0.032976245,0.101590704,450,0.002222222,0.202626446,-0.005053253,0.143797579,0.263815018,-0.007027865,-0.002861417,450,0.002222222,0.424343711,0.321490715,0.556343341,522.6283372,0.002222222
696,Mallon.phy.nex,146.6374805,139.7957395,141.0197643,0.056731855,0.023405261,0.085826133,450,0.004444444,0.189587498,-0.004710507,0.127939604,0.254417167,-0.00695681,-0.002488371,450,0.002222222,0.400109386,0.274013686,0.50140345,450,0.002222222
697,Mallon.phy.nex,143.5405757,137.8458897,138.0029354,0.058924423,0.028974967,0.091955729,450,0.004444444,0.183198036,-0.00431385,0.117064043,0.240685255,-0.00681276,-0.002227758,450,0.002222222,0.393615324,0.282615033,0.506635566,450,0.002222222
698,Mallon.phy.nex,142.9612507,136.1906783,136.3730442,0.059003146,0.020610675,0.087734032,389.0767152,0.002222222,0.190236675,-0.004744193,0.119692462,0.266401843,-0.007535701,-0.002069714,450,0.004444444,0.396861957,0.272250723,0.506197601,450,0.002222222
699,Mallon.phy.nex,146.1966957,137.8708145,140.0667843,0.05745044,0.023808192,0.085698854,450,0.002222222,0.19362854,-0.004491036,0.137814596,0.249286611,-0.006516215,-0.002751124,450,0.002222222,0.388991766,0.256201231,0.475793867,330.2694774,0.002222222
700,Mallon.phy.nex,140.1958922,135.313961,134.1614699,0.058437989,0.029537011,0.084000758,450,0.002222222,0.164407172,-0.003501412,0.096665203,0.231660977,-0.006083705,-0.001290595,402.9107923,0.002222222,0.372241015,0.231539979,0.465845308,450,0.002222222
701,Raven.phy.nex,118.9663016,112.242606,114.7784022,0.012579761,-9.28E-04,0.023807423,450,0.075555556,0.049803723,-2.42E-04,0.037374874,0.061411666,-3.24E-04,-1.63E-04,450,0.002222222,0.222511971,0.131420738,0.313375242,450,0.002222222
702,Raven.phy.nex,118.8072866,112.7671008,114.6124041,0.013221113,6.14E-04,0.023245862,450,0.031111111,0.045478489,-2.07E-04,0.030021276,0.056752845,-2.77E-04,-1.18E-04,548.3923889,0.002222222,0.220769308,0.133816574,0.293401602,450,0.002222222
703,Raven.phy.nex,118.8457863,112.0412541,114.2673329,0.013437656,0.001441764,0.025209518,450,0.048888889,0.04919012,-2.38E-04,0.036407671,0.061420003,-3.31E-04,-1.39E-04,603.1713686,0.002222222,0.224956006,0.119853137,0.311724877,354.050006,0.002222222
704,Raven.phy.nex,118.9817403,112.3315147,114.7457567,0.012269674,3.90E-04,0.023809774,739.2472806,0.044444444,0.048381506,-2.26E-04,0.034050992,0.062117286,-3.07E-04,-1.20E-04,613.415693,0.002222222,0.223305588,0.12631983,0.327077181,450,0.004444444
705,Raven.phy.nex,119.5144545,113.3342239,115.4609858,0.011686032,-0.001724653,0.023173885,450,0.066666667,0.049714697,-2.37E-04,0.036557029,0.062995106,-3.18E-04,-1.55E-04,450,0.002222222,0.222117979,0.10514174,0.31400461,450,0.002222222
706,Raven.phy.nex,118.3829708,112.507791,114.5721612,0.01200193,0.00131471,0.023374201,450,0.04,0.045220795,-2.04E-04,0.031486288,0.056633713,-2.77E-04,-1.25E-04,565.4428288,0.004444444,0.21683777,0.109386397,0.296400197,450,0.002222222
707,Raven.phy.nex,119.3630129,113.8309915,115.3207265,0.012602012,0.002019437,0.024351318,450,0.035555556,0.046257944,-2.12E-04,0.031734293,0.057556373,-2.95E-04,-1.24E-04,450,0.002222222,0.217647888,0.114960592,0.307626785,450,0.002222222
708,Raven.phy.nex,119.4754694,112.7465932,114.597213,0.013695909,8.82E-04,0.024027463,436.0112336,0.022222222,0.050489181,-2.45E-04,0.036936943,0.061963086,-3.21E-04,-1.50E-04,450,0.002222222,0.236248523,0.140953423,0.32175745,387.68554,0.002222222
709,Raven.phy.nex,119.1997005,113.0806598,114.7737557,0.013292567,0.001287633,0.023856744,450,0.053333333,0.048130096,-2.24E-04,0.033185862,0.059971498,-3.07E-04,-1.36E-04,450,0.002222222,0.225269157,0.128015905,0.315086203,450,0.004444444
710,Raven.phy.nex,118.741283,112.1775416,114.46677,0.012632339,-5.94E-04,0.025010421,450,0.066666667,0.050819502,-2.49E-04,0.037201955,0.063500282,-3.27E-04,-1.45E-04,819.145798,0.002222222,0.231746166,0.121395508,0.31549291,450,0.002222222
711,Raven.phy.nex,119.8587938,112.9437104,115.1841976,0.012367776,9.42E-04,0.024806216,450,0.048888889,0.04707605,-2.19E-04,0.032041636,0.056387009,-2.90E-04,-1.38E-04,450,0.002222222,0.221167459,0.125514198,0.306902981,450,0.002222222
712,Raven.phy.nex,118.5054693,113.1142278,114.8451408,0.011986112,-0.002967692,0.023444989,450,0.088888889,0.049136448,-2.35E-04,0.03443716,0.061594564,-3.17E-04,-1.39E-04,450,0.002222222,0.220748464,0.123933338,0.327933325,450,0.002222222
713,Raven.phy.nex,119.2400343,112.6639293,114.8339409,0.012742857,-1.75E-04,0.02438107,450,0.053333333,0.048480765,-2.26E-04,0.034819877,0.058488375,-2.96E-04,-1.42E-04,456.5676305,0.002222222,0.225226172,0.119592451,0.306626546,413.2943011,0.002222222
714,Raven.phy.nex,119.8467176,113.2750921,115.1875987,0.012536913,9.54E-04,0.022367042,533.1595338,0.031111111,0.04659325,-2.16E-04,0.030476776,0.056777814,-2.92E-04,-1.27E-04,450,0.002222222,0.217695155,0.117673562,0.296262734,480.0840762,0.004444444
715,Raven.phy.nex,119.1779435,113.1933522,114.6289748,0.013302912,-1.77E-04,0.02399637,513.5793397,0.044444444,0.048389782,-2.30E-04,0.035504913,0.058350782,-3.08E-04,-1.41E-04,450,0.002222222,0.223437232,0.125331267,0.308769505,386.3249985,0.002222222
716,Raven.phy.nex,119.3684013,112.3459688,114.3910294,0.013427194,0.002953867,0.026058858,450,0.031111111,0.047632584,-2.22E-04,0.035609818,0.059508469,-3.04E-04,-1.34E-04,450,0.002222222,0.226876071,0.137582963,0.311872992,450,0.002222222
717,Raven.phy.nex,119.2428255,113.8303967,114.9349342,0.011844907,0.001346701,0.025986639,450,0.066666667,0.049053913,-2.32E-04,0.035878683,0.062417315,-3.22E-04,-1.47E-04,450,0.002222222,0.222118397,0.125693419,0.315852312,322.0634069,0.002222222
718,Raven.phy.nex,119.3463288,113.6946004,114.6141422,0.0127546,1.60E-04,0.024103523,450,0.057777778,0.046605032,-2.15E-04,0.033000022,0.062046129,-3.17E-04,-1.24E-04,450,0.002222222,0.224512289,0.122067563,0.313537188,450,0.002222222
719,Raven.phy.nex,119.2746782,113.0557397,114.7965442,0.012479141,1.18E-05,0.022241665,243.9714625,0.04,0.047520771,-2.19E-04,0.035005909,0.058704349,-2.85E-04,-1.31E-04,450,0.002222222,0.219787415,0.136806689,0.309428231,362.1649637,0.002222222
720,Raven.phy.nex,118.9220964,112.849745,114.6102174,0.012958746,0.001295062,0.024033364,401.1035065,0.035555556,0.045781877,-2.09E-04,0.032939221,0.05825062,-3.03E-04,-1.22E-04,450,0.002222222,0.219654604,0.12227001,0.316421378,519.4245472,0.002222222
721,Raven.phy.nex,119.1620293,112.5759009,114.4191707,0.012859177,3.58E-04,0.025756241,450,0.053333333,0.049871356,-2.42E-04,0.036501763,0.061700622,-3.18E-04,-1.43E-04,450,0.002222222,0.22604307,0.122192645,0.326969198,1381.931189,0.004444444
722,Raven.phy.nex,119.2936087,113.5767419,115.5520746,0.011863261,-0.001894104,0.022343392,716.7763521,0.066666667,0.047226571,-2.15E-04,0.034368657,0.059998459,-2.95E-04,-1.44E-04,386.8358208,0.002222222,0.217924351,0.110666327,0.315560122,450,0.002222222
723,Raven.phy.nex,118.8637376,112.8428039,114.8473658,0.012123045,2.09E-04,0.0236151,450,0.053333333,0.046293213,-2.12E-04,0.031775073,0.058656256,-3.11E-04,-1.33E-04,450,0.002222222,0.217239605,0.132223684,0.314201751,450,0.002222222
724,Raven.phy.nex,117.9446444,112.7394497,114.1334755,0.013272242,0.001596449,0.025108349,450,0.044444444,0.044663589,-1.96E-04,0.030696672,0.060464828,-2.80E-04,-1.02E-04,494.6455275,0.002222222,0.218385152,0.115614137,0.300038856,450,0.002222222
725,Raven.phy.nex,118.8653958,112.4590479,114.6115251,0.012718523,3.93E-04,0.024040846,436.4430376,0.062222222,0.051369369,-2.55E-04,0.038849271,0.066167384,-3.77E-04,-1.78E-04,401.6242996,0.002222222,0.231658439,0.127355808,0.315121897,450,0.002222222
726,Raven.phy.nex,118.3723661,112.5805286,114.2135014,0.013496338,2.69E-04,0.024829708,450,0.031111111,0.050091601,-2.46E-04,0.037371162,0.064118004,-3.28E-04,-1.57E-04,450,0.002222222,0.227811159,0.117588742,0.318274737,450,0.002222222
727,Raven.phy.nex,118.2769574,111.7115776,113.8439464,0.013863856,4.55E-05,0.024050002,450,0.013333333,0.04728387,-2.19E-04,0.032827939,0.058726969,-3.04E-04,-1.32E-04,450,0.002222222,0.22522688,0.138209683,0.307883738,460.3806586,0.002222222
728,Raven.phy.nex,119.6196738,113.3474876,115.2123423,0.013211548,9.95E-04,0.023170114,444.5066327,0.04,0.048759868,-2.33E-04,0.036022143,0.062477196,-3.15E-04,-1.38E-04,450,0.002222222,0.22544593,0.126251419,0.309608173,450,0.002222222
729,Raven.phy.nex,119.652453,113.6432924,115.4158237,0.012055066,0.001179637,0.021845913,450,0.035555556,0.046292341,-2.08E-04,0.0318212,0.054501069,-2.67E-04,-1.27E-04,532.2769104,0.002222222,0.221369086,0.114703922,0.299657751,450,0.002222222
730,Raven.phy.nex,118.5442849,113.008172,114.5514779,0.01294601,0.001522075,0.024245049,450,0.04,0.046377116,-2.14E-04,0.031840604,0.056956284,-3.12E-04,-1.32E-04,450,0.002222222,0.221121487,0.128148331,0.299110728,450,0.002222222
731,Raven.phy.nex,119.4718581,113.9014022,115.2692229,0.011816897,-0.001529089,0.022917732,450,0.071111111,0.047499874,-2.21E-04,0.031345696,0.058024118,-3.01E-04,-1.31E-04,450,0.002222222,0.21988197,0.119895892,0.316643422,450,0.004444444
732,Raven.phy.nex,118.8733528,112.8220536,114.6912286,0.011827991,0.001740582,0.025088951,450,0.071111111,0.046652089,-2.12E-04,0.031939609,0.05863975,-3.01E-04,-1.31E-04,450,0.002222222,0.219069546,0.12131157,0.302910516,333.8954187,0.002222222
733,Raven.phy.nex,119.1792283,112.991619,114.6361607,0.013391471,-0.001109321,0.02682015,450,0.053333333,0.05055016,-2.46E-04,0.036877322,0.061158132,-3.30E-04,-1.56E-04,479.1160507,0.002222222,0.231583671,0.140300361,0.343428602,361.1987214,0.002222222
734,Raven.phy.nex,119.4810223,113.4014038,115.1437636,0.01124578,-0.001042319,0.021912917,375.1299139,0.088888889,0.043987236,-1.94E-04,0.031634873,0.055157549,-2.61E-04,-1.03E-04,450,0.002222222,0.209488471,0.110102262,0.292095189,304.8483442,0.002222222
735,Raven.phy.nex,118.4842063,112.5104363,114.4504344,0.012365509,4.50E-04,0.023358059,438.5463399,0.035555556,0.045951001,-2.07E-04,0.033585998,0.058094595,-2.82E-04,-1.28E-04,377.0766592,0.002222222,0.220086216,0.117023485,0.29880425,450,0.002222222
736,Raven.phy.nex,119.1548216,112.9151045,114.6569012,0.012958424,3.51E-04,0.023708948,450,0.035555556,0.048347606,-2.29E-04,0.031230269,0.058831939,-3.04E-04,-1.25E-04,400.7622135,0.002222222,0.220674469,0.091418063,0.292756783,450,0.004444444
737,Raven.phy.nex,118.5943502,113.8434738,114.7686638,0.012185744,-0.002647764,0.023115164,1056.366817,0.08,0.04748401,-2.21E-04,0.033635859,0.059518637,-3.07E-04,-1.26E-04,450,0.002222222,0.221496022,0.119206591,0.330322876,450,0.002222222
738,Raven.phy.nex,118.7531161,113.1312367,114.7627853,0.012681791,-5.62E-05,0.023800812,450,0.044444444,0.045468047,-2.04E-04,0.029129224,0.057919563,-2.86E-04,-1.20E-04,751.776447,0.002222222,0.22192727,0.116951153,0.312891794,450,0.002222222
739,Raven.phy.nex,120.1305934,113.2755219,115.6364697,0.013004157,6.79E-04,0.024562498,450,0.048888889,0.050049894,-2.43E-04,0.036737185,0.064013265,-3.27E-04,-1.39E-04,450,0.002222222,0.225116564,0.124018709,0.30321777,450,0.002222222
740,Raven.phy.nex,119.1236687,113.258782,115.0578758,0.01265945,2.70E-05,0.022564351,518.9583874,0.048888889,0.045197191,-2.00E-04,0.032665816,0.056092701,-2.76E-04,-1.24E-04,450,0.002222222,0.212410673,0.1068774,0.300922251,579.3820445,0.002222222
741,Raven.phy.nex,119.7522412,112.9340556,115.3833476,0.013296854,0.00238055,0.025549977,450,0.031111111,0.050623931,-2.48E-04,0.035455566,0.061586311,-3.35E-04,-1.48E-04,450,0.002222222,0.22881115,0.131725489,0.300820181,450,0.002222222
742,Raven.phy.nex,118.8702633,112.5361276,114.6697265,0.012516321,-1.01E-05,0.023529664,997.7790665,0.04,0.050112576,-2.44E-04,0.037092032,0.064765524,-3.43E-04,-1.50E-04,450,0.002222222,0.22491765,0.120371771,0.313354401,450,0.002222222
743,Raven.phy.nex,118.5995223,112.697363,114.5205918,0.012085656,2.55E-04,0.023970615,450,0.075555556,0.046464814,-2.12E-04,0.032330092,0.057714414,-2.93E-04,-1.18E-04,539.2614107,0.002222222,0.216939884,0.112483267,0.298832597,450,0.002222222
744,Raven.phy.nex,119.0078255,114.0167536,114.8269106,0.012847942,9.02E-04,0.025340735,450,0.062222222,0.045594973,-2.04E-04,0.029569868,0.056007726,-2.95E-04,-1.20E-04,450,0.002222222,0.220223539,0.129436121,0.302224963,279.4859847,0.002222222
745,Raven.phy.nex,118.5003569,112.9443447,114.5906269,0.012492402,0.002167936,0.024889602,450,0.044444444,0.045949281,-2.06E-04,0.032454943,0.059670876,-2.88E-04,-1.16E-04,450,0.002222222,0.217207629,0.113479411,0.299763274,450,0.002222222
746,Raven.phy.nex,119.6878346,113.3556587,114.9763542,0.013153877,0.001596514,0.025265654,821.2145539,0.035555556,0.049939661,-2.41E-04,0.037052752,0.061597866,-3.27E-04,-1.46E-04,450,0.002222222,0.223314225,0.137734016,0.31987994,450,0.002222222
747,Raven.phy.nex,119.4159837,113.4613224,114.9850319,0.013029359,-0.00142216,0.025121959,901.2508562,0.08,0.050271818,-2.49E-04,0.03619258,0.06277662,-3.38E-04,-1.58E-04,450,0.002222222,0.225301784,0.125610105,0.317619545,346.2743027,0.002222222
748,Raven.phy.nex,119.6290914,112.508418,114.9061872,0.012970198,0.002126352,0.023806517,554.6373791,0.026666667,0.04674756,-2.15E-04,0.035326803,0.057308713,-2.81E-04,-1.44E-04,450,0.002222222,0.216374745,0.114347337,0.290706836,450,0.002222222
749,Raven.phy.nex,119.2782326,112.3557404,114.6236721,0.012939125,6.36E-04,0.02513846,450,0.04,0.0500163,-2.44E-04,0.037949916,0.067045948,-3.26E-04,-1.18E-04,450,0.002222222,0.222673338,0.111789011,0.317967763,450,0.002222222
750,Raven.phy.nex,119.7793062,113.106971,115.1821868,0.01367456,0.002073806,0.026216885,450,0.04,0.050357414,-2.46E-04,0.039619448,0.063538892,-3.22E-04,-1.54E-04,450,0.002222222,0.225363759,0.128044529,0.296732153,519.2350488,0.004444444
751,Raven.phy.nex,118.8331038,113.0188876,114.6590495,0.012877574,0.001511333,0.024497624,450,0.044444444,0.048078729,-2.28E-04,0.031808835,0.058993699,-3.18E-04,-1.47E-04,450,0.002222222,0.225878905,0.121505793,0.301875459,387.5480976,0.002222222
752,Raven.phy.nex,119.5479122,113.3219526,115.3661521,0.01299448,0.002635589,0.024765996,450,0.035555556,0.046119088,-2.12E-04,0.032798746,0.057269856,-2.91E-04,-1.38E-04,450,0.002222222,0.218241991,0.121870327,0.293160663,450,0.002222222
753,Raven.phy.nex,119.7691909,113.1526254,114.9006955,0.012912342,-3.40E-04,0.024528773,450,0.048888889,0.049898935,-2.41E-04,0.035986846,0.060598855,-3.12E-04,-1.29E-04,450,0.002222222,0.226527127,0.117590009,0.308794574,450,0.004444444
754,Raven.phy.nex,118.3609993,112.7672755,114.5123302,0.012827472,4.20E-04,0.024974818,424.5300001,0.044444444,0.048286024,-2.31E-04,0.031726482,0.058378802,-3.14E-04,-1.32E-04,450,0.002222222,0.218185009,0.106819326,0.308463406,450,0.002222222
755,Raven.phy.nex,119.6925997,113.4918074,115.3505296,0.012358833,0.00104767,0.025314228,450,0.053333333,0.048724589,-2.27E-04,0.03630432,0.062163232,-3.06E-04,-1.45E-04,511.4650397,0.002222222,0.220069404,0.120082866,0.308388485,450,0.002222222
756,Raven.phy.nex,120.0815549,114.3643956,115.7656846,0.011664409,-0.001587004,0.022508306,450,0.075555556,0.049262394,-2.38E-04,0.034411934,0.06108243,-3.35E-04,-1.62E-04,450,0.002222222,0.223956175,0.117702038,0.317376525,450,0.008888889
757,Raven.phy.nex,119.2529641,113.2055843,114.6407708,0.013070172,9.47E-05,0.023779784,450,0.035555556,0.049493938,-2.35E-04,0.036457604,0.060997796,-3.12E-04,-1.43E-04,450,0.002222222,0.225873621,0.12534633,0.309731931,245.964106,0.002222222
758,Raven.phy.nex,118.8546806,113.2691516,114.7314751,0.01363494,0.001584372,0.025731833,380.4961244,0.035555556,0.049037712,-2.37E-04,0.034310618,0.062298466,-3.28E-04,-1.40E-04,450,0.002222222,0.225404491,0.129002821,0.326913295,450,0.004444444
759,Raven.phy.nex,119.2441592,112.3758468,114.8166834,0.013153437,-6.16E-04,0.024710071,448.5933753,0.066666667,0.05089877,-2.51E-04,0.035467923,0.063845828,-3.54E-04,-1.50E-04,450,0.002222222,0.227851812,0.130817757,0.319454664,450,0.002222222
760,Raven.phy.nex,119.450237,113.7605836,115.1012305,0.012258618,6.49E-04,0.025430526,450,0.075555556,0.047771517,-2.23E-04,0.0351927,0.059159241,-3.03E-04,-1.47E-04,450,0.002222222,0.220682729,0.112608276,0.298751856,450,0.002222222
761,Raven.phy.nex,118.7948821,111.8789344,114.1938327,0.01278565,3.54E-04,0.023502272,450,0.031111111,0.047879575,-2.18E-04,0.036547857,0.058317353,-2.92E-04,-1.48E-04,593.4014088,0.002222222,0.225815282,0.123014716,0.316099225,450,0.002222222
762,Raven.phy.nex,119.370766,112.5236777,114.5376118,0.011909835,1.04E-04,0.024838326,450,0.057777778,0.049251523,-2.34E-04,0.034200233,0.061344927,-0.000322519,-1.45E-04,450,0.002222222,0.226480824,0.110848018,0.305554566,450,0.002222222
763,Raven.phy.nex,119.448047,113.4318689,115.2116753,0.01195126,4.86E-04,0.023836768,450,0.053333333,0.045721723,-2.04E-04,0.033043742,0.056656942,-2.81E-04,-1.26E-04,404.5109244,0.002222222,0.21867921,0.126509225,0.300285281,520.5998071,0.004444444
764,Raven.phy.nex,118.023468,112.0617998,114.1836685,0.012166493,1.53E-04,0.026585444,502.0893783,0.066666667,0.047062338,-2.14E-04,0.033574364,0.059612561,-3.00E-04,-1.24E-04,531.5984978,0.002222222,0.223482398,0.124986449,0.325615384,450,0.002222222
765,Raven.phy.nex,118.8409636,112.3021109,114.4719122,0.013433798,0.00171147,0.025264513,450,0.057777778,0.048685669,-2.32E-04,0.033066204,0.060745908,-3.19E-04,-1.32E-04,450,0.002222222,0.228853856,0.130935872,0.316811598,480.1983504,0.002222222
766,Raven.phy.nex,119.1405059,113.3588634,115.1440134,0.012315455,-0.001076162,0.022668906,450,0.062222222,0.047603991,-2.21E-04,0.035090207,0.059344632,-2.99E-04,-1.29E-04,450,0.002222222,0.223849988,0.128276662,0.316622148,450,0.004444444
767,Raven.phy.nex,118.5237076,112.1153359,114.1121283,0.01335325,0.003098072,0.025958352,450,0.035555556,0.046477244,-2.12E-04,0.033559528,0.057604412,-3.15E-04,-1.36E-04,375.3312943,0.002222222,0.223043849,0.132591612,0.306931338,450,0.002222222
768,Raven.phy.nex,118.104923,112.9603826,114.2119522,0.012061242,-0.001291642,0.022458628,533.8802042,0.071111111,0.046842398,-2.17E-04,0.030359181,0.056976664,-3.03E-04,-1.35E-04,450,0.002222222,0.220416468,0.126760124,0.312256336,450,0.002222222
769,Raven.phy.nex,119.9232459,113.5511471,114.9924096,0.013161331,0.001188155,0.025472129,450,0.048888889,0.049063031,-2.31E-04,0.035286891,0.061937967,-3.07E-04,-1.25E-04,450,0.004444444,0.224344137,0.136206303,0.325200704,450,0.008888889
770,Raven.phy.nex,119.5545413,114.4765917,115.7107403,0.011729468,9.94E-04,0.023057743,450,0.057777778,0.045303657,-2.02E-04,0.030122024,0.055821192,-2.79E-04,-1.27E-04,450,0.002222222,0.213585987,0.113120553,0.300804832,450,0.004444444
771,Raven.phy.nex,120.1694507,113.6937057,115.2486124,0.012988041,-1.28E-04,0.024277326,450,0.044444444,0.050086771,-2.46E-04,0.038524303,0.060770449,-3.27E-04,-1.64E-04,450,0.002222222,0.231273542,0.146279013,0.339554346,213.6302951,0.002222222
772,Raven.phy.nex,119.9149631,113.7309459,115.4025405,0.012199154,-7.03E-04,0.023337561,450,0.057777778,0.049435094,-2.36E-04,0.033346801,0.060755709,-3.09E-04,-1.39E-04,514.9552826,0.002222222,0.2233279,0.121135283,0.318916953,450,0.002222222
773,Raven.phy.nex,119.0423185,112.4604691,114.7988787,0.013453824,6.17E-04,0.024881388,524.6309033,0.035555556,0.047335375,-2.21E-04,0.034110426,0.059560905,-3.25E-04,-1.42E-04,450,0.002222222,0.22177372,0.125099234,0.321111624,546.1623745,0.002222222
