identified_name,identified_rank,difference,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
,,,Allosaurus_lucasi,species,Tithonian,,152.1,145
,,,,,,,,
,,,Alnashetri_cerropoliciensis,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Alvarezsaurus_calvoi,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Alxasaurus_elesitaiensis,species,Aptian,,125,113
,,,,,,,,
,,,Ambiortus_dementjevi,species,Hauterivian,Barremian,132.9,125
,,,,,,,,
,,,Anatalavis_rex,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Anchiornis_huxleyi,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Anchisauripus_(Otouphepus)_minor,species,Sinemurian,,199.3,190.8
,,,,,,,,
,,,Anchisauripus_australis,species,Neocomian,,145,130
,,,,,,,,
,,,Anchisauripus_bibractensis,species,Anisian,Ladinian,247.2,237
,,,,,,,,
,,,Anchisauripus_exsertus,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Anchisauripus_gwyneddensis,species,Norian,,228,208.5
,,,,,,,,
,,,Anchisauripus_milfordensis,species,Norian,,228,208.5
,,,,,,,,
,,,Anchisauripus_poolei,species,Norian,Rhaetian,228,201.3
,,,,,,,,
,,,Anchisauripus_thomasi,species,Late Triassic,,237,201.3
,,,,,,,,
,,,Anchisauripus_tuberosus,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Angaturama_limai,species,Albian,,113,100.5
,,,,,,,,
,,,Aniksosaurus_darwini,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
,,,Anomalipes_zhaoi,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Anserimimus_planinychus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Anzu_wyliei,species,Lancian,,70.6,66
,,,,,,,,
,,,Aoniraptor_libertatem,species,Middle Cenomanian,Early Turonian,99.6,89.3
,,,,,,,,
,,,Aorun_zhaoi,species,Callovian,,166.1,163.5
,,,,,,,,
,,,Apatoraptor_pennatus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Apatornis_celer,species,Coniacian,Santonian,89.8,83.6
,,,,,,,,
,,,Appalachiosaurus_montgomeriensis,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Apsaravis_ukhaana,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Aquatilavipes_curriei,species,Middle Albian,,109,105.3
,,,,,,,,
,,,Aquatilavipes_izumiensis,species,Hauterivian,,132.9,129.4
,,,,,,,,
,,,Aquatilavipes_swiboldae,species,Aptian,,125,113
,,,,,,,,
,,,Archaeopteryx_albersdoerferi,species,Early Tithonian,,150.8,145
,,,,,,,,
,,,Archaeopteryx_lithographica,species,Early Tithonian,,150.8,145
,,,,,,,,
,,,Archaeorhynchus_spathula,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Archaeornithipus_meijidei,species,Late Jurassic,Early Cretaceous,163.5,100.5
,,,,,,,,
,,,Archaeornithoides_deinosauriscus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Archaeornithomimus_asiaticus,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Archaeornithomimus_bissektensis,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Archaeornithura_meemannae,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Archaeovolans_repatriatus,species,Aptian,,125,113
,,,,,,,,
,,,Arcovenator_escotae,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Aristosuchus_pusillus,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Arkansaurus_fridayi,species,Albian,,113,100.5
,,,,,,,,
,,,Arriagadoolithus_patagoniensis,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Asiahesperornis_bazhanovi,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Asianopodus_pulvinicalx,species,Valanginian,Barremian,139.8,125
,,,,,,,,
,,,Atrociraptor_marshalli,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Aucasaurus_garridoi,species,Early Campanian,Middle Campanian,83.5,70.6
,,,,,,,,
,,,Aurornis_xui,species,Late Bathonian,Early Kimmeridgian,167.7,150.8
,,,,,,,,
,,,Australovenator_wintonensis,species,Late Cenomanian,,99.6,93.5
,,,,,,,,
,,,Austrocheirus_isasii,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Austroraptor_cabazai,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Aviatyrannis_jurassica,species,Kimmeridgian,,157.3,152.1
,,,,,,,,
,,,Avimimus_portentosus,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Avisaurus_archibaldi,species,Lancian,,70.6,66
,,,,,,,,
,,,Bagaraatan_ostromi,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Bahariasaurus_ingens,species,Early Albian,Early Cenomanian,112.03,93.5
,,,,,,,,
,,,Balaur_bondoc,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Bambiraptor_feinbergi,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Banji_long,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Baptornis_advenus,species,Coniacian,Santonian,89.8,83.6
,,,,,,,,
,,,Barrosopus_slobodai,species,Early Campanian,Middle Campanian,83.5,70.6
,,,,,,,,
,,,Baryonyx_walkeri,species,Early Barremian,,130,125.45
,,,,,,,,
,,,Bauxitornis_mindszentyae,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Becklespinax_altispinax,species,Late Berriasian,Valanginian,145,132.9
,,,,,,,,
,,,Beibeilong_sinensis,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
,,,Beipiaosaurus_inexpectus,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Beishanlong_grandis,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Bellulia_rectusunguis,species,Aptian,,125,113
,,,,,,,,
,,,Berberosaurus_liassicus,species,Pliensbachian,Toarcian,190.8,174.1
,,,,,,,,
,,,Bicentenaria_argentina,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Bistahieversor_sealeyi,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Bohaiornis_guoi,species,Aptian,,125,113
,,,,,,,,
,,,Boluochia_zhengi,species,Aptian,,125,113
,,,,,,,,
,,,Bonapartenykus_ultimus,species,Middle Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Boreonykus_certekorum,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Borogovia_gracilicrus,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Bosiutrisauropus_phuthiatsani,species,Carnian,Norian,237,208.5
,,,,,,,,
,,,Boutakioutichnium_atlasicus,species,Oxfordian,Kimmeridgian,163.5,152.1
,,,,,,,,
,,,Bressanichnus_patagonicus,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Brodavis_americanus,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Brodavis_baileyi,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Brodavis_mongoliensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Brodavis_varneri,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Brontozoum_thianschanicum,species,Middle Jurassic,Late Jurassic,174.1,145
,,,,,,,,
,,,Bueckeburgichnus_maximus,species,Late Berriasian,,145,140.2
,,,,,,,,
,,,Buitreraptor_gonzalezorum,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Byakudansauropus_shiraminensis,species,Valanginian,Barremian,139.8,125
,,,,,,,,
,,,Byronosaurus_jaffei,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Caenagnathasia_martinsoni,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Caenagnathus_collinsi,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Caihong_juji,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Camarillasaurus_cirugedae,species,Early Barremian,,130,125.45
,,,,,,,,
,,,Camptodontus_yangi,species,Aptian,,125,113
,,,,,,,,
,,,Canadaga_arctica,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Carcharodontosaurus_iguidensis,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Carcharodontosaurus_saharicus,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Carmelopodus_untermannorum,species,Late Bajocian,Early Callovian,171.6,161.2
,,,,,,,,
,,,Carnotaurus_sastrei,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Caseosaurus_crosbyensis,species,Carnian,Norian,237,208.5
,,,,,,,,
,,,Catenoleimus_anachoretus,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Cathayornis_yandica,species,Aptian,,125,113
,,,,,,,,
,,,Caudipteryx_dongi,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Caudipteryx_zoui,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Ceramornis_major,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Ceratonykus_oculatus,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Ceratosaurus_nasicornis,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
,,,Cerebavis_cenomanica,species,Middle Cenomanian,,99.6,93.5
,,,,,,,,
,,,Changchengornis_hengdaoziensis,species,Berriasian,Barremian,145,125
,,,,,,,,
,,,Changmaornis_houi,species,Aptian,,125,113
,,,,,,,,
,,,Changpeipus_bartholomaii,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Changpeipus_carbonicus,species,Aptian,,125,113
,,,,,,,,
,,,Changyuraptor_yangi,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Changzuiornis_ahgmi,species,Aptian,,125,113
,,,,,,,,
,,,Chaoyangia_beishanensis,species,Aptian,,125,113
,,,,,,,,
,,,Chapus_lockleyi,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Chenanisaurus_barbaricus,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Chiappeavis_magnapremaxillo,species,Aptian,,125,113
,,,,,,,,
,,,Chilantaisaurus_tashuikouensis,species,Turonian,,93.9,89.8
,,,,,,,,
,,,Chilantaisaurus_zheziangensis,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Chilesaurus_diegosuarezi,species,Tithonian,,152.1,145
,,,,,,,,
,,,Chimaerichnus_ingens,species,Norian,,228,208.5
,,,,,,,,
,,,Chindesaurus_bryansmalli,species,Norian,,228,208.5
,,,,,,,,
,,,Chirostenotes_elegans,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Chirostenotes_pergracilis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Chodjapilesaurus_krimholzi,species,Late Oxfordian,,161.2,155.7
,,,,,,,,
,,,Chongmingia_zhengi,species,Aptian,,125,113
,,,,,,,,
,,,Chuandongocoelurus_primitivus,species,Bajocian,Callovian,170.3,163.5
,,,,,,,,
,,,Chupkaornis_keraorum,species,Coniacian,Santonian,89.8,83.6
,,,,,,,,
,,,Cimolopteryx_maxima,species,Lancian,,70.6,66
,,,,,,,,
,,,Cimolopteryx_rara,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Citipati_osmolskae,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Coelophysis_bauri,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Coelophysis_kayentakatae,species,Sinemurian,Pliensbachian,199.3,182.7
,,,,,,,,
,,,Coelophysis_rhodesiensis,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Coelurosaurichnus_grancieri,species,Carnian,,237,228
,,,,,,,,
,,,Coelurosaurichnus_kehli,species,Norian,,228,208.5
,,,,,,,,
,,,Coelurosaurichnus_largentierensis,species,Anisian,Ladinian,247.2,237
,,,,,,,,
,,,Coelurosaurichnus_moeni,species,Norian,,228,208.5
,,,,,,,,
,,,Coelurosaurichnus_palissyi,species,Anisian,Ladinian,247.2,237
,,,,,,,,
,,,Coelurosaurichnus_palyssi,species,Anisian,Ladinian,247.2,237
,,,,,,,,
,,,Coelurosaurichnus_perriauxi,species,Anisian,Ladinian,247.2,237
,,,,,,,,
,,,Coelurosaurichnus_romanovskyi,species,Middle Jurassic,Late Jurassic,174.1,145
,,,,,,,,
,,,Coelurosaurichnus_sabinensis,species,Late Triassic,,237,201.3
,,,,,,,,
,,,Coelurosaurichnus_sassendorfensis,species,Rhaetian,Early Hettangian,208.5,196.5
,,,,,,,,
,,,Coelurosaurichnus_schlauersbachense,species,Carnian,,237,228
,,,,,,,,
,,,Coelurosaurichnus_schlehenbergensis,species,Carnian,,237,228
,,,,,,,,
,,,Coelurosaurichnus_tatricus,species,Norian,Rhaetian,228,201.3
,,,,,,,,
,,,Coelurosaurichnus_toscanus,species,Carnian,,237,228
,,,,,,,,
,,,Coelurosaurichnus_ziegelangernensis,species,Carnian,,237,228
,,,,,,,,
,,,Coelurus_agilis,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
,,,Coelurus_fragilis,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
,,,Columbosauripus_ungulatus,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Compsognathus_longipes,species,Early Tithonian,,150.8,145
,,,,,,,,
,,,Concavenator_corcovatus,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Conchoraptor_gracilis,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Concornis_lacustris,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Condorraptor_currumili,species,Late Toarcian,Early Bajocian,180.1,168.4
,,,,,,,,
,,,Confuciusornis_chuonzhous,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Confuciusornis_dui,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Confuciusornis_feducciai,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Confuciusornis_jianchangensis,species,Aptian,,125,113
,,,,,,,,
,,,Confuciusornis_sanctus,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Confuciusornis_suniae,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Continuoolithus_canadensis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Corpulentapus_lilasia,species,Early Cretaceous,,145,100.5
,,,,,,,,
,,,Corythoraptor_jacobsi,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Crateropteryx_colei,species,Middle Bathonian,,167.7,164.7
,,,,,,,,
,,,Cratoavis_cearensis,species,Aptian,,125,113
,,,,,,,,
,,,Cruralispennia_multidonta,species,Hauterivian,,132.9,129.4
,,,,,,,,
,,,Cruxicheiros_newmanorum,species,Early Bathonian,,167.7,164.7
,,,,,,,,
,,,Cryolophosaurus_ellioti,species,Sinemurian,Pliensbachian,199.3,182.7
,,,,,,,,
,,,Daemonosaurus_chauliodus,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Dahalokely_tokana,species,Turonian,,93.9,89.8
,,,,,,,,
,,,Dakotaraptor_steini,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Dalianraptor_cuhe,species,Aptian,,125,113
,,,,,,,,
,,,Daliansaurus_liaoningensis,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Dalingheornis_liweii,species,Barremian,,129.4,125
,,,,,,,,
,,,Dapingfangornis_sentisorhinus,species,Aptian,,125,113
,,,,,,,,
,,,Daspletosaurus_horneri,species,Late Santonian,Early Campanian,85.8,70.6
,,,,,,,,
,,,Daspletosaurus_torosus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Datanglong_guangxiensis,species,Aptian,,125,113
,,,,,,,,
,,,Defarrariischnium_mapuchensis,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Deinocheirus_mirificus,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Deinonychus_antirrhopus,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Deltadromeus_agilis,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Dilong_paradoxus,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Dilophosauripus_williamsi,species,Early Hettangian,,201.3,196.5
,,,,,,,,
,,,Dilophosaurus_sinensis,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Dilophosaurus_wetherilli,species,Sinemurian,Pliensbachian,199.3,182.7
,,,,,,,,
,,,Dingavis_longimaxilla,species,Aptian,,125,113
,,,,,,,,
,,,Dispersituberoolithus_exilis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Dracoraptor_hanigani,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Dracovenator_regenti,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Dromaeopodus_shandongensis,species,Barremian,Albian,129.4,100.5
,,,,,,,,
,,,Dromaeosauripus_jinjuensis,species,Barremian,,129.4,125
,,,,,,,,
,,,Dromaeosauroides_bornholmensis,species,Late Berriasian,,145,140.2
,,,,,,,,
,,,Dromaeosaurus_albertensis,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Dryptosaurus_aquilunguis,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Dubreuillosaurus_valesdunensis,species,Middle Bathonian,,167.7,164.7
,,,,,,,,
,,,Dunhuangia_cuii,species,Aptian,,125,113
,,,,,,,,
,,,Duriavenator_hesperis,species,Late Bajocian,,171.6,167.7
,,,,,,,,
,,,Ekrixinatosaurus_novasi,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Elaphrosaurus_bambergi,species,Late Kimmeridgian,,155.7,150.8
,,,,,,,,
,,,Elbretornis_bonapartei,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Ellipsoolithus_khedaensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Elmisaurus_rarus,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Elongatoolithus_andrewsi,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Elongatoolithus_elongatus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Elongatoolithus_magnus,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Elopteryx_nopcsai,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Elsornis_keni,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Enaliornis_barretti,species,Late Albian,,105.3,99.6
,,,,,,,,
,,,Enaliornis_sedgwicki,species,Late Albian,,105.3,99.6
,,,,,,,,
,,,Enantiophoenix_electrophyla,species,Early Cenomanian,Middle Cenomanian,99.6,93.5
,,,,,,,,
,,,Enantiornis_leali,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Enigmosaurus_mongoliensis,species,Cenomanian,Early Turonian,100.5,89.3
,,,,,,,,
,,,Eoabelisaurus_mefi,species,Aalenian,Early Bajocian,174.1,168.4
,,,,,,,,
,,,Eoalulavis_hoyasi,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Eocarcharia_dinops,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Eocathayornis_walkeri,species,Aptian,,125,113
,,,,,,,,
,,,Eoconfuciusornis_zhengi,species,Hauterivian,Barremian,132.9,125
,,,,,,,,
,,,Eodromaeus_murphi,species,Carnian,,237,228
,,,,,,,,
,,,Eoenantiornis_buhleri,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Eogranivora_edentulata,species,Barremian,,129.4,125
,,,,,,,,
,,,Eopengornis_martini,species,Hauterivian,,132.9,129.4
,,,,,,,,
,,,Eosinopteryx_brevipenna,species,Late Bathonian,Early Kimmeridgian,167.7,150.8
,,,,,,,,
,,,Eotyrannus_lengi,species,Late Hauterivian,Early Barremian,136.4,125.45
,,,,,,,,
,,,Epichirostenotes_curriei,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Epidendrosaurus_ningchengensis,species,Early Callovian,,164.7,161.2
,,,,,,,,
,,,Epidexipteryx_hui,species,Early Callovian,,164.7,161.2
,,,,,,,,
,,,Erectopus_sauvagei,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Erectopus_superbus,species,Early Albian,,112.03,109
,,,,,,,,
,,,Erliansaurus_bellamanus,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Erlikosaurus_andrewsi,species,Cenomanian,Santonian,100.5,83.6
,,,,,,,,
,,,Eshanosaurus_deguchiianus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_(Brontozoum)_approximatus,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Eubrontes_cursorius,species,Rhaetian,Hettangian,208.5,199.3
,,,,,,,,
,,,Eubrontes_fieldi,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_giganteus,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Eubrontes_glenrosensis,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Eubrontes_lyellii,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_monax,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_pareschequier,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Eubrontes_platypus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_sillimani,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Eubrontes_tuberatus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_veillonensis,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Eubrontes_xiyangensis,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Eubrontes_zigongensis,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Eustreptospondylus_oxoniensis,species,Late Callovian,,164.7,161.2
,,,,,,,,
,,,Eutynichnium_lusitanicum,species,Callovian,Oxfordian,166.1,157.3
,,,,,,,,
,,,Evgenavis_nobilis,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Explorornis_nessovi,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Explorornis_walkeri,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Falcarius_utahensis,species,Barremian,,129.4,125
,,,,,,,,
,,,Feitianius_paradisi,species,Aptian,,125,113
,,,,,,,,
,,,Fenestrosaurus_philoceratops,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Flexomornis_howei,species,Middle Cenomanian,,99.6,93.5
,,,,,,,,
,,,Fortunguavis_xiaotaizicus,species,Aptian,,125,113
,,,,,,,,
,,,Fosterovenator_churei,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
,,,Fukuiraptor_kitadaniensis,species,Late Barremian,Aptian,130,113
,,,,,,,,
,,,Fukuivenator_paradoxus,species,Late Barremian,Aptian,130,113
,,,,,,,,
,,,Fumicollis_hoffmani,species,Late Coniacian,Early Campanian,89.3,70.6
,,,,,,,,
,,,Fuscinapedis_woodbinensis,species,Early Cenomanian,Middle Cenomanian,99.6,93.5
,,,,,,,,
,,,Gallimimus_bullatus,species,Campanian,Maastrichtian,83.6,66
,,,,,,,,
,,,Gallornis_straeleni,species,Early Hauterivian,,136.4,130
,,,,,,,,
,,,Gansus_yumenensis,species,Aptian,,125,113
,,,,,,,,
,,,Gansus_zheni,species,Aptian,,125,113
,,,,,,,,
,,,Ganzhousaurus_nankangensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Gargantuavis_philoinos,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Garudimimus_brevipes,species,Cenomanian,Santonian,100.5,83.6
,,,,,,,,
,,,Gasosaurus_constructus,species,Bajocian,Callovian,170.3,163.5
,,,,,,,,
,,,Geminiraptor_suarezarum,species,Barremian,,129.4,125
,,,,,,,,
,,,Genusaurus_sisteronis,species,Middle Albian,,109,105.3
,,,,,,,,
,,,Genyodectes_serus,species,Aptian,,125,113
,,,,,,,,
,,,Gettyia_gloriae,species,Late Santonian,Early Campanian,85.8,70.6
,,,,,,,,
,,,Gigandipus_caudatus,species,Early Jurassic,,201.3,174.1
,,,,,,,,
,,,Gigandipus_hei,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Giganotosaurus_carolinii,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Gigantoraptor_erlianensis,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Gobipipus_reshetovi,species,Middle Campanian,,83.5,70.6
,,,,,,,,
,,,Gobipteryx_minuta,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Gobiraptor_minutus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Gobivenator_mongoliensis,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Gojirasaurus_quayi,species,Norian,,228,208.5
,,,,,,,,
,,,Gorgosaurus_libratus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Grabauornis_lingyuanensis,species,Barremian,,129.4,125
,,,,,,,,
,,,Graciliraptor_lujiatunensis,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Gracilornis_jiufotangensis,species,Aptian,,125,113
,,,,,,,,
