identified_name,identified_rank,difference,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
,,,Rajasaurus_narmadensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Rapator_ornitholestoides,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Rapaxavis_pani,species,Aptian,,125,113
,,,,,,,,
,,,Raptorex_kriegsteini,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Rativates_evadens,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Reticuloolithus_hirschi,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Richardoestesia_asiatica,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Richardoestesia_gilmorei,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Richardoestesia_isosceles,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Rinchenia_mongoliensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Rugops_primus,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Salfitichnus_mentoor,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Saltopoides_igalensis,species,Rhaetian,,208.5,201.3
,,,,,,,,
,,,Samanadrinda_surghari,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Samrukia_nessovi,species,Santonian,Early Campanian,86.3,70.6
,,,,,,,,
,,,Sanjuansaurus_gordilloi,species,Carnian,,237,228
,,,,,,,,
,,,Santanaraptor_placidus,species,Early Albian,,112.03,109
,,,,,,,,
,,,Sapeornis_chaoyangensis,species,Aptian,,125,113
,,,,,,,,
,,,Sarcosaurus_woodi,species,Early Sinemurian,,196.5,189.6
,,,,,,,,
,,,Sarjeantopodus_semipalmatus,species,Lancian,,70.6,66
,,,,,,,,
,,,Sarmientichnus_scagliai,species,Callovian,Oxfordian,166.1,157.3
,,,,,,,,
,,,Satapliasaurus_dsocenidzei,species,Early Aalenian,,175.6,171.6
,,,,,,,,
,,,Satapliasaurus_kandelakii,species,Neocomian,,145,130
,,,,,,,,
,,,Satapliasaurus_tschabukianii,species,Neocomian,,145,130
,,,,,,,,
,,,Saurexallopus_lovei,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Saurexallopus_zerbsti,species,Lancian,,70.6,66
,,,,,,,,
,,,Sauroniops_pachytholus,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Saurophaganax_maximus,species,Late Kimmeridgian,Tithonian,155.7,145
,,,,,,,,
,,,Sauropus_barrattii,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Saurornithoides_mongoliensis,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Saurornitholestes_langstoni,species,Middle Campanian,Late Campanian,83.5,70.6
,,,,,,,,
,,,Saurornitholestes_robustus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Saurornitholestes_sullivani,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Sazavis_prisca,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Scansoriopteryx_heilmanni,species,Barremian,,129.4,125
,,,,,,,,
,,,Schizooura_lii,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Scipionyx_samniticus,species,Early Albian,,112.03,109
,,,,,,,,
,,,Sciurumimus_albersdoerferi,species,Late Kimmeridgian,,155.7,150.8
,,,,,,,,
,,,Segisaurus_halli,species,Pliensbachian,Toarcian,190.8,174.1
,,,,,,,,
,,,Segnosaurus_galbinensis,species,Cenomanian,Turonian,100.5,89.8
,,,,,,,,
,,,Selenichnus_breviusculus,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Selenichnus_falcatus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Serikornis_sungei,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Shanag_ashile,species,Early Cretaceous,,145,100.5
,,,,,,,,
,,,Shandongornipes_muxiai,species,Barremian,Albian,129.4,100.5
,,,,,,,,
,,,Shanweiniao_cooperorum,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Shanyangosaurus_niupanggouensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Shaochilong_maortuensis,species,Turonian,,93.9,89.8
,,,,,,,,
,,,Shengjingornis_yangi,species,Aptian,,125,113
,,,,,,,,
,,,Shenqiornis_mengi,species,Late Jurassic,Barremian,163.5,125
,,,,,,,,
,,,Shenzhouraptor_sinensis,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Shenzhousaurus_orientalis,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Shidaisaurus_jinae,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Shixinggia_oblita,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Shuangbaisaurus_anlongbaoensis,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Shuvuuia_deserti,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Siamopodus_khaoyaiensis,species,Berriasian,Barremian,145,125
,,,,,,,,
,,,Siamotyrannus_isanensis,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Siats_meekerorum,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Sigilmassasaurus_brevicollis,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Similicaudipteryx_yixianensis,species,Aptian,,125,113
,,,,,,,,
,,,Sinocalliopteryx_gigas,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Sinornis_santensis,species,Aptian,,125,113
,,,,,,,,
,,,Sinornithoides_youngi,species,Valanginian,Albian,139.8,100.5
,,,,,,,,
,,,Sinornithomimus_dongi,species,Turonian,,93.9,89.8
,,,,,,,,
,,,Sinornithosaurus_haoiana,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Sinornithosaurus_millenii,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Sinosauropteryx_prima,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Sinosaurus_triassicus,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Sinotyrannus_kazuoensis,species,Aptian,,125,113
,,,,,,,,
,,,Sinovenator_changii,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Sinraptor_dongi,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Sinraptor_hepingensis,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Sinusonasus_magnodens,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Skartopus_australis,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Skorpiovenator_bustingorryi,species,Late Cenomanian,Turonian,99.6,89.8
,,,,,,,,
,,,Songlingornis_linghensis,species,Aptian,,125,113
,,,,,,,,
,,,Soroavisaurus_australis,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Sphingopus_ferox,species,Anisian,Ladinian,247.2,237
,,,,,,,,
,,,Sphingopus_ladinicus,species,Illyrian,,247.2,242
,,,,,,,,
,,,Spinosaurus_aegyptiacus,species,Early Cenomanian,,99.6,93.5
,,,,,,,,
,,,Spinostropheus_gautieri,species,Late Albian,Early Cenomanian,105.3,93.5
,,,,,,,,
,,,Spongioolithus_hirschi,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Staurikosaurus_pricei,species,Carnian,,237,228
,,,,,,,,
,,,Stenonyx_lateralis,species,Hettangian,,201.3,199.3
,,,,,,,,
,,,Stokesosaurus_clevelandi,species,Kimmeridgian,,157.3,152.1
,,,,,,,,
,,,Streptospondylus_altdorfensis,species,Late Callovian,Early Oxfordian,164.7,155.7
,,,,,,,,
,,,Streptospondylus_rostromajor,species,Late Callovian,Early Oxfordian,164.7,155.7
,,,,,,,,
,,,Struthiomimus_altus,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Subtiliolithus_kachchhensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Subtiliolithus_microtuberculatus,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Suchomimus_tenerensis,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Sulcavis_geeorum,species,Aptian,,125,113
,,,,,,,,
,,,Suzhousaurus_megatherioides,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Swinnertonichnus_mapperleyensis,species,Anisian,,247.2,242
,,,,,,,,
,,,Tachiraptor_admirabilis,species,Jurassic,,201.3,145
,,,,,,,,
,,,Talos_sampsoni,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Tanycolagreus_topwilsoni,species,Kimmeridgian,Tithonian,157.3,145
,,,,,,,,
,,,Tarascosaurus_salluvicus,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Tarbosaurus_bataar,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Tatarornipes_chabuensis,species,Late Barremian,,130,125.45
,,,,,,,,
,,,Taupezia_landeri,species,Berriasian,,145,139.8
,,,,,,,,
,,,Taurovenator_violantei,species,Middle Cenomanian,Early Turonian,99.6,89.3
,,,,,,,,
,,,Tawa_hallae,species,Norian,,228,208.5
,,,,,,,,
,,,Teihivenator_macropus,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Telmatornis_priscus,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Teratophoneus_curriei,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Teviornis_gobiensis,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Thanos_simonattoi,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Therangospodus_oncalensis,species,Early Berriasian,,145,140.2
,,,,,,,,
,,,Therangospodus_pandemicus,species,Oxfordian,Early Kimmeridgian,163.5,150.8
,,,,,,,,
,,,Therizinosaurus_cheloniformis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Tiantaisaurus_sifengensis,species,Late Albian,,105.3,99.6
,,,,,,,,
,,,Tianyuornis_cheni,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Tianyuraptor_ostromi,species,Barremian,,129.4,125
,,,,,,,,
,,,Timimus_hermani,species,Late Aptian,Early Albian,122.46,109
,,,,,,,,
,,,Timurlengia_euotica,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Tingmiatornis_arctica,species,Turonian,,93.9,89.8
,,,,,,,,
,,,Tochisaurus_nemegtensis,species,Late Campanian,Early Maastrichtian,83.5,66
,,,,,,,,
,,,Tongtianlong_limosus,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Torotix_clemensi,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Torvosaurus_gurneyi,species,Early Tithonian,,150.8,145
,,,,,,,,
,,,Torvosaurus_tanneri,species,Late Kimmeridgian,Early Tithonian,155.7,145
,,,,,,,,
,,,Tototlmimus_packardensis,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Tratayenia_rosalesi,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Triprismatoolithus_stephensi,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Trisauropodiscus_aviforma,species,Norian,Rhaetian,228,201.3
,,,,,,,,
,,,Trisauropodiscus_galliforma,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Trisauropodiscus_superavipes,species,Hettangian,Sinemurian,201.3,190.8
,,,,,,,,
,,,Tristraguloolithus_cracioides,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Troodon_formosus,species,Late Santonian,Early Campanian,85.8,70.6
,,,,,,,,
,,,Tsaagan_mangas,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Tubercuoolithus_tetonensis,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Tugulusaurus_faciles,species,Late Aptian,Albian,122.46,100.5
,,,,,,,,
,,,Tyrannosauripus_pillmorei,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Tyrannosaurus_rex,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Tyrannotitan_chubutensis,species,Albian,,113,100.5
,,,,,,,,
,,,Uhangrichnus_chuni,species,Albian,,113,100.5
,,,,,,,,
,,,Undulatoolithus_pengi,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Unenlagia_comahuensis,species,Late Turonian,Early Coniacian,93.5,85.8
,,,,,,,,
,,,Unenlagia_paynemili,species,Late Turonian,Early Coniacian,93.5,85.8
,,,,,,,,
,,,Unquillosaurus_ceibalii,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Urbacodon_itemirensis,species,Cenomanian,,100.5,93.9
,,,,,,,,
,,,Utahraptor_ostrommaysi,species,Barremian,,129.4,125
,,,,,,,,
,,,Variraptor_mechinorum,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Vegavis_iaai,species,Late Maastrichtian,,70.6,66
,,,,,,,,
,,,Velociraptor_mongoliensis,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Velociraptor_osmolskae,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Velociraptorichnus_sichuanensis,species,Aptian,Turonian,125,89.8
,,,,,,,,
,,,Velocisaurus_unicus,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Vescornis_hebeiensis,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Viavenator_exxoni,species,Santonian,,86.3,83.6
,,,,,,,,
,,,Vitakridrinda_sulaimani,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Vorona_berivotrensis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Wiehenvenator_albati,species,Middle Callovian,,164.7,161.2
,,,,,,,,
,,,Wildeichnus_navesi,species,Callovian,Oxfordian,166.1,157.3
,,,,,,,,
,,,Wulatelong_gobiensis,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Xenotarsosaurus_bonapartei,species,Late Cenomanian,Early Turonian,99.6,89.3
,,,,,,,,
,,,Xiangornis_shenmi,species,Aptian,,125,113
,,,,,,,,
,,,Xiangxipus_chenxiensis,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Xiangxipus_youngi,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Xiaotingia_zhengi,species,Late Bathonian,Early Kimmeridgian,167.7,150.8
,,,,,,,,
,,,Xinghaiornis_lini,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Xinjiangovenator_parvus,species,Late Aptian,Albian,122.46,100.5
,,,,,,,,
,,,Xiongguanlong_baimoensis,species,Aptian,Albian,125,100.5
,,,,,,,,
,,,Xixianykus_zhangi,species,Late Coniacian,Santonian,89.3,83.6
,,,,,,,,
,,,Xixiasaurus_henanensis,species,Coniacian,Campanian,89.8,72.1
,,,,,,,,
,,,Xuanhanosaurus_qilixiaensis,species,Middle Jurassic,,174.1,163.5
,,,,,,,,
,,,Yacoraitichnus_avis,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Yandangornis_longicaudus,species,Early Campanian,,83.5,70.6
,,,,,,,,
,,,Yangavis_confucii,species,Aptian,,125,113
,,,,,,,,
,,,Yangchuanosaurus_shangyouensis,species,Oxfordian,Early Kimmeridgian,163.5,150.8
,,,,,,,,
,,,Yangchuanosaurus_zigongensis,species,Bajocian,Callovian,170.3,163.5
,,,,,,,,
,,,Yangtzepus_clarkei,species,Valanginian,Barremian,139.8,125
,,,,,,,,
,,,Yangtzepus_yipingensis,species,Aptian,Turonian,125,89.8
,,,,,,,,
,,,Yanornis_guozhangi,species,Barremian,Early Aptian,129.4,122.46
,,,,,,,,
,,,Yanornis_martini,species,Aptian,,125,113
,,,,,,,,
,,,Yaverlandia_bitholus,species,Late Hauterivian,Early Barremian,136.4,125.45
,,,,,,,,
,,,Yezosaurus_mikasaensis,species,Late Santonian,,85.8,83.5
,,,,,,,,
,,,Yi_qi,species,Callovian,Oxfordian,166.1,157.3
,,,,,,,,
,,,Yixianornis_grabaui,species,Aptian,,125,113
,,,,,,,,
,,,Yixianosaurus_longimanus,species,Late Barremian,Early Aptian,130,122.46
,,,,,,,,
,,,Yuanjiawaornis_viriosus,species,Aptian,,125,113
,,,,,,,,
,,,Yulong_mini,species,Late Cretaceous,,100.5,66
,,,,,,,,
,,,Yumenornis_huangi,species,Aptian,,125,113
,,,,,,,,
,,,Yungavolucris_brevipedalis,species,Early Maastrichtian,,70.6,66
,,,,,,,,
,,,Yurgovuchia_doellingi,species,Barremian,,129.4,125
,,,,,,,,
,,,Yutyrannus_huali,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Zanabazar_junior,species,Maastrichtian,,72.1,66
,,,,,,,,
,,,Zapsalis_abradens,species,Late Campanian,,83.5,70.6
,,,,,,,,
,,,Zhenyuanlong_suni,species,Barremian,Aptian,129.4,113
,,,,,,,,
,,,Zhongjianornis_yangi,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Zhongornis_haoae,species,Early Aptian,,125.45,122.46
,,,,,,,,
,,,Zhouornis_hani,species,Aptian,,125,113
,,,,,,,,
,,,Zhuchengtyrannus_magnus,species,Campanian,,83.6,72.1
,,,,,,,,
,,,Zhyraornis_logunovi,species,Middle Turonian,Late Turonian,93.5,89.3
,,,,,,,,
,,,Zuolong_salleei,species,Oxfordian,,163.5,157.3
,,,,,,,,
,,,Zupaysaurus_rougieri,species,Norian,,228,208.5
